年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2014/11/12,3481,群創            ,61146700,8986000,1595000,200000,7431000,1213000,59773700
2014/11/12,2409,友達            ,25594896,13679541,514000,1450000,9255000,1269000,18965355
2014/11/12,2603,長榮            ,13682212,1609000,164000,0,987000,1529000,11695212
2014/11/12,4938,和碩            ,19889000,13634976,3548000,187000,1043000,1591000,9067024
2014/11/12,2610,華航            ,6847500,2779000,71000,0,0,29000,4110500
2014/11/12,2354,鴻準            ,3138100,1601050,72000,0,2340000,333744,3615306
2014/11/12,2618,長榮航          ,2496000,969000,338000,0,1980000,376000,3469000
2014/11/12,006206,元上證          ,70000,91000,0,0,5825000,2566000,3238000
2014/11/12,2312,金寶            ,21000,1700000,320000,0,4953000,567000,3027000
2014/11/12,2890,永豐金          ,10592552,7725071,134000,0,785000,1104013,2682468
2014/11/12,3673,F-TPK           ,1555000,527000,1000,0,1638000,253000,2414000
2014/11/12,2303,聯電            ,11174624,7761400,44000,0,415000,1623000,2249224
2014/11/12,00632R,T50反1          ,90000,0,0,0,6310000,4258000,2142000
2014/11/12,2105,正新            ,3503000,1198000,44000,448,24000,262000,2110552
2014/11/12,2352,佳世達          ,157000,780000,0,0,3010000,454000,1933000
2014/11/12,2454,聯發科          ,3928295,1778879,5000,21000,46000,420000,1759416
2014/11/12,4904,遠傳            ,3374417,1732521,6000,0,12000,3000,1656896
2014/11/12,2884,玉山金          ,4462000,2988403,24000,980,57000,62000,1491617
2014/11/12,2330,台積電          ,19144447,17517913,90000,491000,734000,524000,1435534
2014/11/12,2402,毅嘉            ,666000,752000,1517000,0,132000,289000,1274000
2014/11/12,5871,F-中租          ,1554000,682327,307000,0,136000,107000,1207673
2014/11/12,2615,萬海            ,2490000,1521428,0,0,115000,12000,1071572
2014/11/12,0061,寶滬深          ,3000,273000,0,1200000,9343000,6811000,1062000
2014/11/12,3061,璨圓            ,1059000,125000,0,0,38000,5000,967000
2014/11/12,6202,盛群            ,958000,62000,0,0,4000,43000,857000
2014/11/12,4106,雃博            ,43000,55000,629000,0,135000,0,752000
2014/11/12,3576,新日光          ,1315000,438817,0,941,96000,249000,722242
2014/11/12,2357,華碩            ,1349000,863860,134000,0,226000,135000,710140
2014/11/12,2847,大眾銀          ,307000,1075320,0,0,1484000,58000,657680
2014/11/12,1102,亞泥            ,3048000,2362319,8000,0,22000,69000,646681
2014/11/12,1590,F-亞德          ,925055,231000,77000,0,31000,160000,642055
2014/11/12,3034,聯詠            ,1422000,750505,198000,209000,63000,114000,609495
2014/11/12,2393,億光            ,1415000,742147,0,0,16000,115000,573853
2014/11/12,6414,樺漢            ,122700,17000,472000,0,24000,113000,488700
2014/11/12,3044,健鼎            ,679000,96000,0,0,25000,123000,485000
2014/11/12,2107,厚生            ,640000,201000,0,0,113000,81000,471000
2014/11/12,2455,全新            ,576000,127746,0,0,20000,0,468254
2014/11/12,3645,達邁            ,15000,75000,473000,0,5000,2000,416000
2014/11/12,9934,成霖            ,420000,17824,0,0,3000,0,405176
2014/11/12,3533,嘉澤            ,96000,180000,383000,16000,117000,14000,386000
2014/11/12,2062,橋椿            ,230000,28000,180000,0,0,18000,364000
2014/11/12,2379,瑞昱            ,2231800,1843651,22000,0,59000,108000,361149
2014/11/12,1309,台達化          ,404682,44000,0,0,0,0,360682
2014/11/12,2049,上銀            ,999043,837179,35000,157000,381000,82000,338864
2014/11/12,2809,京城銀          ,1417153,987000,0,0,76000,181000,325153
2014/11/12,2395,研華            ,621000,313994,1000,0,5000,0,313006
2014/11/12,2405,浩鑫            ,289000,0,0,0,0,0,289000
2014/11/12,1536,和大            ,796000,519000,9000,0,148000,152000,282000
2014/11/12,1604,聲寶            ,428000,164000,0,0,0,10000,254000
2014/11/12,2801,彰銀            ,3859700,3582490,17000,0,0,46000,248210
2014/11/12,3593,力銘            ,256000,18000,0,0,0,0,238000
2014/11/12,3311,閎暉            ,655706,416175,0,0,0,2000,237531
2014/11/12,1589,F-永冠          ,139000,51000,159000,0,13000,29000,231000
2014/11/12,2486,一詮            ,240000,10000,0,0,0,0,230000
2014/11/12,5264,F-鎧勝          ,1423000,803000,228000,136000,49000,539000,222000
2014/11/12,6409,旭隼            ,350900,84000,8000,40950,40000,59000,214950
2014/11/12,2441,超豐            ,367000,138282,0,0,3000,30000,201718
2014/11/12,6415,F-矽力          ,176000,11396,33000,0,8000,6000,199604
2014/11/12,3062,建漢            ,296000,96000,0,0,3000,4000,199000
2014/11/12,5469,瀚宇博          ,256000,63000,0,0,0,0,193000
2014/11/12,2327,國巨            ,432631,217334,0,0,41000,64000,192297
2014/11/12,2476,鉅祥            ,200000,8583,0,0,0,0,191417
2014/11/12,1729,必翔            ,426000,105000,0,0,0,138000,183000
2014/11/12,2458,義隆            ,498000,305000,0,0,3000,24000,172000
2014/11/12,5388,中磊            ,36000,254000,315000,0,107000,56000,148000
2014/11/12,3573,穎台            ,157000,26000,0,0,0,2000,129000
2014/11/12,6271,同欣電          ,139000,172000,150000,0,23000,14000,126000
2014/11/12,8021,尖點            ,143000,24000,0,0,0,0,119000
2014/11/12,2428,興勤            ,122000,4000,0,0,0,0,118000
2014/11/12,4144,F-康聯          ,131000,14000,0,0,0,0,117000
2014/11/12,8249,菱光            ,120000,5000,0,0,0,0,115000
2014/11/12,6152,百一            ,122000,10000,0,0,0,0,112000
2014/11/12,3010,華立            ,143000,34000,0,0,0,0,109000
2014/11/12,910708,?琱j健          ,101000,0,0,0,0,0,101000
2014/11/12,3036,文曄            ,661000,530152,75000,0,18000,125000,98848
2014/11/12,3019,亞光            ,526000,265000,0,0,35000,198000,98000
2014/11/12,1582,信錦            ,156000,60000,0,0,0,2000,94000
2014/11/12,3682,亞太電          ,532000,821000,7000,0,453000,77000,94000
2014/11/12,2484,希華            ,144000,54000,0,0,0,0,90000
2014/11/12,910322,康師傅          ,88000,0,0,0,0,0,88000
2014/11/12,9910,豐泰            ,191000,106000,0,0,0,1000,84000
2014/11/12,6702,興航            ,162000,76600,0,0,0,6000,79400
2014/11/12,3022,威強電          ,190000,65650,0,0,4000,50000,78350
2014/11/12,1527,鑽全            ,216000,86789,0,0,0,55000,74211
2014/11/12,9921,巨大            ,366000,292000,1000,0,0,1000,74000
2014/11/12,1108,幸福            ,68000,0,0,0,1000,1000,68000
2014/11/12,3559,全智科          ,75000,9000,0,0,0,0,66000
2014/11/12,2228,劍麟            ,7000,8000,86000,21000,0,2000,62000
2014/11/12,1104,環泥            ,227000,150280,0,15000,0,0,61720
2014/11/12,3047,訊舟            ,79000,20000,0,0,0,0,59000
