年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2013/02/20,3481,群創            ,20020684,5918612,4890000,0,1980000,2041000,18931072
2013/02/20,0050,台灣50          ,2473000,783000,0,251000,17036000,1057000,17418000
2013/02/20,2311,日月光          ,17764869,7219448,2869000,2226000,6822000,2387000,15623421
2013/02/20,2885,元大金          ,19275465,6022156,300000,0,875000,1543571,12884738
2013/02/20,2330,台積電          ,36414295,22776688,104000,560000,597000,2459000,11319607
2013/02/20,2882,國泰金          ,15628273,5357570,1212000,0,1381000,2708000,10155703
2013/02/20,2886,兆豐金          ,13295413,4248997,1310000,3000,1168000,2043000,9478416
2013/02/20,2884,玉山金          ,9717380,2689000,140000,0,690000,503000,7355380
2013/02/20,2409,友達            ,23580128,26687490,7061000,0,7066000,4209000,6810638
2013/02/20,2890,永豐金          ,10960000,6882237,4350000,500724,1983000,3195000,6715039
2013/02/20,1314,中石化          ,7720636,1639275,0,400000,1473000,718000,6436361
2013/02/20,2887,台新金          ,16351000,12419864,0,0,4685000,2314000,6302136
2013/02/20,2801,彰銀            ,6202494,2310810,0,0,3524000,1347000,6068684
2013/02/20,2881,富邦金          ,11073837,5640294,61000,0,1337000,774000,6057543
2013/02/20,2515,中工            ,3975000,80000,0,0,1905000,411000,5389000
2013/02/20,2301,光寶科          ,5423514,976113,1192000,0,397000,855000,5181401
2013/02/20,2823,中壽            ,7093464,1675062,0,0,521000,787000,5152402
2013/02/20,1303,南亞            ,7238575,2127134,0,0,379000,615000,4875441
2013/02/20,2888,新光金          ,21618909,23593000,0,0,9124000,2794000,4355909
2013/02/20,2317,鴻海            ,13024455,8086914,110000,331500,1250000,1629000,4337041
2013/02/20,2458,義隆            ,5441000,511000,91000,28000,328000,1060000,4261000
2013/02/20,1216,統一            ,8907292,5777800,1102000,129100,508000,504000,4106392
2013/02/20,2474,可成            ,4356250,2441931,1823000,161000,755000,809744,3521575
2013/02/20,2891,中信金          ,11396149,7745444,900000,0,914000,1954000,3510705
2013/02/20,0055,寶金融          ,428000,0,0,0,4016000,1074000,3370000
2013/02/20,2880,華南金          ,5276201,3124000,0,0,1682000,495000,3339201
2013/02/20,2520,冠德            ,2961000,252000,0,0,868000,318000,3259000
2013/02/20,2603,長榮            ,3513585,1436370,787000,3284000,4423000,768000,3235215
2013/02/20,2308,台達電          ,4622126,1384692,40000,0,257000,423000,3111434
2013/02/20,3034,聯詠            ,3627322,1089784,430000,20000,290000,195000,3042538
2013/02/20,2324,仁寶            ,7994618,4727000,100000,0,197000,795000,2769618
2013/02/20,2353,宏??            ,9443647,5487920,0,0,264000,1478000,2741727
2013/02/20,2002,中鋼            ,12591358,6850882,0,1903000,122000,1611000,2348476
2013/02/20,3576,新日光          ,709000,55000,250000,0,1072000,8000,1968000
2013/02/20,2609,陽明            ,1990000,687000,0,0,602000,0,1905000
2013/02/20,2337,旺宏            ,3445900,1056000,0,0,372000,870000,1891900
2013/02/20,3607,谷崧            ,61000,118000,1820000,0,92000,18000,1837000
2013/02/20,3474,華亞科          ,3588000,1754000,0,0,0,0,1834000
2013/02/20,1605,華新            ,2323529,539000,0,0,72000,24000,1832529
2013/02/20,2344,華邦電          ,3560000,1336000,0,550000,0,0,1674000
2013/02/20,4960,奇美材          ,99000,249000,1544000,640859,1049000,195000,1607141
2013/02/20,2349,錸德            ,2227000,676000,0,0,0,0,1551000
2013/02/20,6282,康舒            ,726000,201000,0,0,1185000,166000,1544000
2013/02/20,2049,上銀            ,1628473,270507,70000,0,74000,89000,1412966
2013/02/20,9945,潤泰新          ,1845831,510132,200000,100000,240000,264000,1411699
2013/02/20,3189,景碩            ,1692388,286000,389000,270000,86000,236000,1375388
