年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2014/05/14,2303,聯電            ,34561000,8567000,575000,0,1583000,1172000,26980000
2014/05/14,2884,玉山金          ,27308913,5678000,0,0,3347000,94000,24883913
2014/05/14,2324,仁寶            ,40571000,17690400,1389000,0,5243000,10475000,19037600
2014/05/14,2409,友達            ,31583000,8992000,0,0,1314000,5451000,18454000
2014/05/14,2330,台積電          ,29779000,11596770,237000,72000,355000,531000,18171230
2014/05/14,3481,群創            ,27171000,7986000,0,0,1242000,5658000,14769000
2014/05/14,2883,開發金          ,15160000,690000,0,0,1210000,994000,14686000
2014/05/14,0050,台灣50          ,4609000,85000,0,0,5702000,604000,9622000
2014/05/14,3037,欣興            ,7882000,1334000,350000,0,2358000,530000,8726000
2014/05/14,2882,國泰金          ,9002000,1802183,864000,0,470000,118000,8415817
2014/05/14,4938,和碩            ,10462000,2716000,50000,100000,164000,628000,7232000
2014/05/14,2317,鴻海            ,14400000,6078889,0,1218000,964281,895000,7172392
2014/05/14,1605,華新            ,7362000,645000,0,0,751000,950000,6518000
2014/05/14,1504,東元            ,7782000,1546400,0,0,184000,79000,6340600
2014/05/14,2327,國巨            ,2806000,226275,3057000,0,715000,218000,6133725
2014/05/14,2344,華邦電          ,6969000,1217000,0,0,387000,1595000,4544000
2014/05/14,2311,日月光          ,10852500,6315544,0,0,100000,169000,4467956
2014/05/14,2101,南港            ,5350000,1303711,0,0,142000,14000,4174289
2014/05/14,9904,寶成            ,7811000,4796000,706000,0,539362,216000,4044362
2014/05/14,2325,矽品            ,6929500,3338000,185000,18000,159000,220000,3697500
2014/05/14,2890,永豐金          ,6508000,2923464,0,0,79000,7000,3656536
2014/05/14,2880,華南金          ,4679660,1524000,0,0,121990,0,3277650
2014/05/14,2892,第一金          ,5018000,3739000,1830000,0,121000,27000,3203000
2014/05/14,2887,台新金          ,12840000,10081425,0,0,421000,20000,3159575
2014/05/14,1216,統一            ,4459000,1394801,0,0,116192,295000,2885391
2014/05/14,2881,富邦金          ,11032000,9746955,1726000,0,674000,812000,2873045
2014/05/14,1314,中石化          ,4608000,3757650,0,0,1922000,281000,2491350
2014/05/14,1312,國喬            ,3474000,1077387,0,0,194000,132000,2458613
2014/05/14,3042,晶技            ,1997000,473000,10000,0,1301000,379000,2456000
2014/05/14,2448,晶電            ,3691000,1405000,83000,101000,463000,328000,2403000
2014/05/14,5880,合庫金          ,4237000,992000,0,0,157000,1001000,2401000
2014/05/14,6153,嘉聯益          ,1757000,638000,86000,0,1043000,102000,2146000
2014/05/14,0061,寶滬深          ,0,0,0,0,4746000,2697000,2049000
2014/05/14,2454,聯發科          ,4369000,2489792,105000,4000,431000,441000,1970208
2014/05/14,3231,緯創            ,2869000,857000,0,0,130000,226000,1916000
2014/05/14,2801,彰銀            ,2891000,1115000,0,0,132058,5000,1903058
2014/05/14,2834,臺企銀          ,2196000,239000,0,0,157000,216000,1898000
2014/05/14,2823,中壽            ,3424000,1991000,226000,0,226000,20000,1865000
2014/05/14,2384,勝華            ,2122000,382000,0,0,45000,0,1785000
2014/05/14,2313,華通            ,2579000,1129000,270000,0,1418000,1457000,1681000
2014/05/14,2002,中鋼            ,9018000,7524000,0,76000,344103,84000,1678103
2014/05/14,2412,中華電          ,4067000,2596800,0,0,130000,30000,1570200
2014/05/14,5871,F-中租          ,1738000,228100,0,0,56000,41000,1524900
2014/05/14,2201,裕隆            ,1808000,373000,0,0,42000,0,1477000
2014/05/14,6239,力成            ,1738000,390000,0,0,202000,80000,1470000
2014/05/14,2357,華碩            ,1992000,469000,17000,65000,184294,247000,1412294
2014/05/14,2610,華航            ,1335000,99000,0,0,170000,0,1406000
2014/05/14,2603,長榮            ,1998000,747000,0,0,100000,15000,1336000
2014/05/14,2107,厚生            ,1326000,39000,0,0,15000,12000,1290000
2014/05/14,1303,南亞            ,4335000,3173000,8000,0,184000,79000,1275000
2014/05/14,2385,群光            ,1635000,421000,0,0,71000,40000,1245000
2014/05/14,6116,彩晶            ,2566000,1650910,0,0,810000,484000,1241090
2014/05/14,1102,亞泥            ,4311000,2898000,0,0,111000,300000,1224000
2014/05/14,8101,華冠            ,1289000,82000,0,0,0,0,1207000
2014/05/14,2402,毅嘉            ,2572000,1865000,35000,0,626000,176000,1192000
2014/05/14,2885,元大金          ,5105000,4285000,0,0,718000,350000,1188000
2014/05/14,2606,裕民            ,1473000,430000,0,0,129000,13000,1159000
2014/05/14,2489,瑞軒            ,1403000,329000,0,0,56000,0,1130000
2014/05/14,2308,台達電          ,2751000,1605767,0,0,51000,112000,1084233
2014/05/14,3702,大聯大          ,1892000,954000,0,0,338000,210000,1066000
2014/05/14,2354,鴻準            ,1562000,509000,0,0,13000,8000,1058000
2014/05/14,2618,長榮航          ,1508000,537000,0,0,127000,81000,1017000
2014/05/14,6230,超眾            ,206000,88000,750000,0,69000,1000,936000
2014/05/14,4960,奇美材          ,1110000,166000,0,0,58000,94000,908000
2014/05/14,3034,聯詠            ,1655614,674000,25000,263000,211997,55359,900252
2014/05/14,8213,志超            ,667000,333000,16000,0,730000,210000,870000
2014/05/14,2547,日勝生          ,931000,221000,0,0,143000,0,853000
2014/05/14,2609,陽明            ,869000,143000,0,0,97000,0,823000
2014/05/14,4935,F-茂林          ,351000,0,438000,0,36000,30000,795000
2014/05/14,1326,台化            ,2653000,2016000,0,0,172000,16000,793000
2014/05/14,1210,大成            ,792000,36000,0,0,18000,30000,744000
2014/05/14,1301,台塑            ,3218000,2637000,7000,0,157000,4000,741000
2014/05/14,3698,隆達            ,496000,49000,0,0,332000,57000,722000
2014/05/14,9136,巨騰            ,639000,173000,0,0,254000,32000,688000
2014/05/14,2498,宏達電          ,851000,758601,0,0,669000,102000,659399
2014/05/14,8046,南電            ,722000,471000,128000,0,368000,100000,647000
2014/05/14,3189,景碩            ,1374000,699000,31000,60000,309000,361000,594000
2014/05/14,3705,永信            ,332000,46000,84000,0,222000,8000,584000
2014/05/14,2441,超豐            ,699000,181000,0,0,44000,0,562000
2014/05/14,9945,潤泰新          ,934000,478000,0,0,93000,2000,547000
2014/05/14,1434,福懋            ,1739000,1180000,0,0,52000,68000,543000
2014/05/14,006206,元上證          ,10000,0,0,0,890000,369000,531000
2014/05/14,2103,台橡            ,882000,378000,0,0,21000,0,525000
2014/05/14,2903,遠百            ,2060000,1428705,0,0,66000,207000,490295
2014/05/14,1802,台玻            ,666000,219000,0,0,92000,67000,472000
2014/05/14,1227,佳格            ,594000,143000,0,4000,18000,0,465000
2014/05/14,4532,瑞智            ,493000,59000,0,0,35000,4000,465000
2014/05/14,2395,研華            ,670000,228000,0,0,8000,0,450000
2014/05/14,2421,建準            ,380000,18000,150000,0,8000,90000,430000
2014/05/14,2449,京元電          ,1773000,593000,382000,1000000,94000,243000,413000
2014/05/14,9933,中鼎            ,1961000,1680000,87000,0,38000,0,406000
2014/05/14,2867,三商壽          ,407000,14000,0,0,10000,1000,402000
2014/05/14,1313,聯成            ,359000,3000,0,0,45000,0,401000
2014/05/14,2374,佳能            ,456000,75000,0,0,12000,0,393000
2014/05/14,2204,中華            ,484000,165000,0,0,54000,0,373000
2014/05/14,006205,FB上証          ,145000,0,0,0,837000,634000,348000
2014/05/14,5269,祥碩            ,352000,5000,0,0,1000,4000,344000
2014/05/14,4919,新唐            ,338204,9000,0,0,9000,0,338204
2014/05/14,3514,昱晶            ,529000,651000,0,0,471000,18000,331000
2014/05/14,6192,巨路            ,311000,6000,0,0,20000,0,325000
2014/05/14,3006,晶豪科          ,1033000,833000,0,143000,539000,273000,323000
2014/05/14,1337,F-再生          ,191000,33000,0,0,161000,3000,316000
2014/05/14,2499,東貝            ,358000,193000,0,0,255000,104000,316000
2014/05/14,1712,興農            ,352000,46000,0,0,3000,0,309000
2014/05/14,3023,信邦            ,544000,74000,0,171000,26000,16000,309000
2014/05/14,9914,美利達          ,786000,490000,0,0,16000,16000,296000
2014/05/14,3576,新日光          ,149000,134000,0,0,357000,81000,291000
2014/05/14,3045,台灣大          ,2954000,2741000,0,0,83000,10000,286000
2014/05/14,1718,中纖            ,349000,142000,0,0,79000,0,286000
2014/05/14,1626,F-艾美          ,540000,112000,0,140000,1000,5000,284000
2014/05/14,006207,FH滬深          ,0,0,0,0,575000,293000,282000
2014/05/14,2548,華固            ,499000,238000,0,0,13000,0,274000
2014/05/14,2030,彰源            ,12000,1000,250000,0,2000,0,263000
2014/05/14,3533,嘉澤            ,83000,210000,284000,0,122000,20000,259000
2014/05/14,2451,創見            ,227000,295000,262000,0,60000,0,254000
2014/05/14,2809,京城銀          ,651000,470000,0,0,68000,0,249000
2014/05/14,2404,漢唐            ,339000,111000,0,0,10000,0,238000
2014/05/14,1715,萬洲            ,483000,242000,0,0,14000,21000,234000
