年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2015/12/01,2317,鴻海            ,34409097,13944237,9000,1000,0,51700,292000,643000,20070160,0292000,51700643000
2015/12/01,2330,台積電          ,42848830,25868593,20000,127000,436000,13000,255000,851000,16700237,436000255000,13000851000
2015/12/01,2891,中信金          ,27661094,12728773,0,1000,0,0,1016000,361000,15586321,01016000,0361000
2015/12/01,2883,開發金          ,16517000,5510523,0,1000,18000,0,1714000,72000,12665477,180001714000,072000
2015/12/01,2884,玉山金          ,15743000,5535114,0,0,7000,0,237000,27000,10424886,7000237000,027000
2015/12/01,2303,聯電            ,13513000,7625412,1100000,1000,346000,82000,1797000,150000,8897588,3460001797000,82000150000
2015/12/01,2311,日月光          ,21138305,11929222,85000,0,1000,558000,914000,940000,8711083,1000914000,558000940000
2015/12/01,2002,中鋼            ,24906000,18193196,0,1000,6000,8000,39000,203000,6545804,600039000,8000203000
2015/12/01,1402,遠東新          ,7316000,950636,0,0,3000,0,90000,41000,6417364,300090000,041000
2015/12/01,2888,新光金          ,11319191,5265464,0,0,52000,6000,183000,1000,6281727,52000183000,60001000
2015/12/01,4938,和碩            ,11682000,6105080,0,535000,330000,50000,665000,38000,5948920,330000665000,5000038000
2015/12/01,00631L,T50正2          ,0,0,0,0,595000,213000,6629000,1138000,5873000,5950006629000,2130001138000
2015/12/01,3474,華亞科          ,10270490,5777711,404000,0,328000,181000,1211000,707000,5547779,3280001211000,181000707000
2015/12/01,2409,友達            ,17566000,13104393,0,0,0,20000,1035000,25000,5451607,01035000,2000025000
2015/12/01,5880,合庫金          ,7980000,2056387,52000,1000,50000,611000,0,0,5413613,500000,6110000
2015/12/01,1704,榮化            ,2873000,1382584,1059000,0,50000,5000,2833000,300000,5127416,500002833000,5000300000
2015/12/01,2880,華南金          ,6803000,1706009,0,0,0,0,0,0,5096991,00,00
2015/12/01,2885,元大金          ,8880621,4435881,0,1000,175000,0,488000,112000,4994740,175000488000,0112000
2015/12/01,3514,昱晶            ,4739000,506519,385000,0,1786000,1448000,0,0,4955481,17860000,14480000
2015/12/01,1301,台塑            ,6306000,1153718,0,200000,0,150000,38000,18000,4822282,038000,15000018000
2015/12/01,2406,國碩            ,2717000,653000,887000,0,1914000,113000,0,0,4752000,19140000,1130000
2015/12/01,2498,宏達電          ,4645000,836798,0,0,58000,180000,227000,495000,3418202,58000227000,180000495000
2015/12/01,2382,廣達            ,4932000,1641083,0,0,0,60000,26000,66000,3190917,026000,6000066000
2015/12/01,2325,矽品            ,6650366,3697655,0,1000,20000,12000,55000,74000,2940711,2000055000,1200074000
2015/12/01,2801,彰銀            ,4549000,1719922,0,0,0,0,51000,15000,2865078,051000,015000
2015/12/01,2313,華通            ,2447977,911000,330000,0,20000,350000,1379000,125000,2790977,200001379000,350000125000
2015/12/01,2455,全新            ,2165000,1090000,823000,0,279000,92000,825000,376000,2534000,279000825000,92000376000
2015/12/01,2345,智邦            ,2722000,1028000,653000,0,78000,20000,0,0,2405000,780000,200000
2015/12/01,1303,南亞            ,5387000,3157250,0,0,10000,0,175000,50000,2364750,10000175000,050000
2015/12/01,2412,中華電          ,7476000,5165395,0,11000,34000,0,10000,0,2343605,3400010000,00
2015/12/01,2204,中華            ,6376000,4175047,200000,503,152000,289000,0,410,2263040,1520000,289000410
2015/12/01,6239,力成            ,4965000,2449744,0,372000,2000,30000,223000,90000,2248256,2000223000,3000090000
2015/12/01,1326,台化            ,3316000,1137113,0,0,0,10000,24000,16000,2176887,024000,1000016000
2015/12/01,0050,台灣50          ,255000,1762000,30000,0,140000,89000,3703000,107000,2170000,1400003703000,89000107000
2015/12/01,2892,第一金          ,10827000,8736210,0,1000,0,24000,70000,0,2135790,070000,240000
2015/12/01,3017,奇鋐            ,924000,371000,1205000,0,60000,164000,175000,14000,1815000,60000175000,16400014000
