年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2013/03/21,3481,群創            ,18307805,6285000,1000,2000000,1799000,400000,11422805
2013/03/21,0061,寶滬深          ,5943000,577000,0,0,8021000,2244000,11143000
2013/03/21,2881,富邦金          ,15924906,5651000,115000,320000,614000,1403000,9279906
2013/03/21,2823,中壽            ,11402947,2856000,1272000,0,174000,741000,9251947
2013/03/21,2324,仁寶            ,8673000,2800623,1000,0,70000,354000,5589377
2013/03/21,2301,光寶科          ,5958160,3398520,1041000,0,25000,31000,3594640
2013/03/21,6278,台表科          ,1208275,116000,2064000,0,643000,233000,3566275
2013/03/21,2382,廣達            ,6296000,3064000,20000,0,66000,228000,3090000
2013/03/21,2317,鴻海            ,13799470,9956181,270000,0,293000,1482000,2924289
2013/03/21,6282,康舒            ,2113126,206000,200000,0,579000,185000,2501126
2013/03/21,9136,巨騰            ,2679000,201186,0,0,0,74000,2403814
2013/03/21,2331,精英            ,132000,359000,0,0,3274000,664000,2383000
2013/03/21,2105,正新            ,3263312,1897000,813000,0,724000,762000,2141312
2013/03/21,3231,緯創            ,3254434,1502000,0,0,344000,88000,2008434
2013/03/21,2884,玉山金          ,4152541,2639274,500000,77000,219000,256000,1899267
2013/03/21,2353,宏??            ,3768000,1919000,0,0,877000,1093000,1633000
2013/03/21,3474,華亞科          ,3425000,1829500,0,0,0,0,1595500
2013/03/21,1447,力鵬            ,1568937,46000,0,0,0,22000,1500937
2013/03/21,3034,聯詠            ,2066000,507500,76000,200000,57000,119000,1372500
2013/03/21,2475,華映            ,1342000,0,0,0,0,0,1342000
2013/03/21,2323,中環            ,1309000,386000,0,0,407000,0,1330000
2013/03/21,2515,中工            ,1242201,38000,0,0,153000,47000,1310201
2013/03/21,2547,日勝生          ,1257434,173000,0,0,272000,205000,1151434
2013/03/21,6176,瑞儀            ,2518515,1451620,74000,0,51000,41000,1150895
2013/03/21,2327,國巨            ,994000,136000,0,0,232000,15000,1075000
2013/03/21,2449,京元電          ,1544000,1300000,0,0,1106000,363000,987000
2013/03/21,4938,和碩            ,4248636,3379000,101000,0,234000,236000,968636
2013/03/21,1216,統一            ,2991355,2813000,326000,36000,617000,171000,914355
2013/03/21,2106,建大            ,170297,200000,544000,0,488000,107000,895297
2013/03/21,3698,隆達            ,1038000,633000,566000,0,187000,358000,800000
2013/03/21,2618,長榮航          ,965400,1162000,1000000,0,135000,139000,799400
2013/03/21,3576,新日光          ,2584000,988000,0,1000000,188000,10000,774000
2013/03/21,2313,華通            ,439000,32000,0,0,376000,35000,748000
2013/03/21,3044,健鼎            ,1160330,588000,0,0,168000,4000,736330
2013/03/21,1440,南紡            ,790000,150000,0,0,56000,0,696000
2013/03/21,4935,F-茂林          ,469000,36000,260000,0,0,0,693000
2013/03/21,2838,聯邦銀          ,732000,41000,0,0,0,20000,671000
2013/03/21,2536,宏普            ,970000,498000,0,0,246000,49000,669000
2013/03/21,1507,永大            ,18453916,17800000,0,0,0,8000,645916
2013/03/21,2369,菱生            ,54459,39000,590000,0,0,0,605459
2013/03/21,1477,聚陽            ,699000,34000,117000,200000,51000,68000,565000
2013/03/21,3383,新世紀          ,551000,51000,0,0,2000,0,502000
2013/03/21,1314,中石化          ,2112058,1562975,0,0,108000,160000,497083
2013/03/21,006205,FB上証          ,0,0,145000,0,2401000,2098000,448000
2013/03/21,1201,味全            ,278000,41000,0,22000,232000,0,447000
2013/03/21,2882,國泰金          ,8613391,8009000,589000,0,1695000,2454000,434391
2013/03/21,2448,晶電            ,1835000,1392000,101000,0,143000,254000,433000
2013/03/21,2439,美律            ,228000,6000,200000,0,0,0,422000
2013/03/21,8078,華寶            ,200000,46000,0,0,312000,56000,410000
2013/03/21,2504,國產            ,455970,42000,0,0,0,4000,409970
2013/03/21,9914,美利達          ,730000,304000,0,30000,82000,76000,402000
2013/03/21,2315,神達            ,104000,52000,0,0,709000,360000,401000
2013/03/21,2542,興富發          ,728000,335000,0,0,35000,28000,400000
2013/03/21,9939,宏全            ,332681,7000,78000,0,331000,338000,396681
2013/03/21,3545,敦泰            ,376000,9000,0,0,0,0,367000
2013/03/21,1305,華夏            ,18000,50000,395000,0,0,0,363000
2013/03/21,4164,承業醫          ,365000,2000,0,0,0,0,363000
2013/03/21,1409,新纖            ,425861,85000,0,0,89000,78000,351861
2013/03/21,6145,勁永            ,365000,24000,0,0,0,0,341000
2013/03/21,1718,中纖            ,368000,45000,0,0,14000,0,337000
2013/03/21,6269,台郡            ,173260,18000,230000,0,67000,136000,316260
2013/03/21,2505,國揚            ,527000,15000,0,0,100000,300000,312000
2013/03/21,1723,中碳            ,248000,7000,41000,0,30000,0,312000
2013/03/21,1734,杏輝            ,216000,28000,40000,0,100000,18000,310000
2013/03/21,5234,達興            ,120000,26000,66000,0,129000,0,289000
2013/03/21,2458,義隆            ,1017000,861000,687000,155000,389000,791000,286000
2013/03/21,2499,東貝            ,19000,70000,250000,0,150000,105000,244000
2013/03/21,1710,東聯            ,2481000,2050000,65000,0,84000,336000,244000
2013/03/21,4108,懷特            ,64000,19000,180000,0,0,0,225000
2013/03/21,2059,川湖            ,238658,42000,0,0,35000,11000,220658
2013/03/21,3536,誠創            ,220000,1000,0,0,0,1000,218000
2013/03/21,2601,益航            ,253036,10000,0,0,0,30000,213036
2013/03/21,8105,凌巨            ,265000,52000,0,0,0,0,213000
2013/03/21,2006,東鋼            ,921000,724000,0,0,14000,0,211000
2013/03/21,3022,威強電          ,65000,8000,0,0,151000,0,208000
2013/03/21,2014,中鴻            ,257000,50000,0,0,0,0,207000
2013/03/21,3042,晶技            ,1659272,1337000,35000,0,13000,171000,199272
2013/03/21,3189,景碩            ,715000,349000,0,230000,133000,72000,197000
2013/03/21,3311,閎暉            ,156000,19000,0,0,84000,26000,195000
2013/03/21,6120,達運            ,219000,15000,0,0,7000,22000,189000
2013/03/21,8422,可寧衛          ,273672,161000,63000,0,9000,5000,179672
2013/03/21,3062,建漢            ,187000,10000,0,0,2000,0,179000
2013/03/21,2201,裕隆            ,665000,882000,97000,70000,431000,64000,177000
2013/03/21,8016,矽創            ,314000,65000,0,0,0,73000,176000
