年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2015/11/03,3474,華亞科          ,29383000,13283278,334000,0,267000,286000,7101000,2822000,20693722,2670007101000,2860002822000
2015/11/03,2330,台積電          ,33766575,14585989,359000,0,64000,730000,386000,344000,18915586,64000386000,730000344000
2015/11/03,2887,台新金          ,16060000,4421244,17000,213000,0,457000,218000,4000,11199756,0218000,4570004000
2015/11/03,2303,聯電            ,22226000,10334369,25000,300000,0,106000,506998,1490000,10527629,0506998,1060001490000
2015/11/03,2317,鴻海            ,18540842,8860910,300000,1107000,167050,397500,879000,429000,9092482,167050879000,397500429000
2015/11/03,2881,富邦金          ,12795000,5980711,309000,0,71000,210000,2096000,219000,8861289,710002096000,210000219000
2015/11/03,2885,元大金          ,13550010,7176356,19000,0,836378,2400000,4125000,1118000,7836032,8363784125000,24000001118000
2015/11/03,2880,華南金          ,8244000,1253293,14000,0,0,144000,312000,0,7172707,0312000,1440000
2015/11/03,2801,彰銀            ,8349000,1778775,9000,0,0,0,327000,10000,6896225,0327000,010000
2015/11/03,3037,欣興            ,7388000,1488000,0,0,730000,100000,1392000,1127000,6795000,7300001392000,1000001127000
2015/11/03,2324,仁寶            ,6581000,1565311,9000,0,57000,103000,869000,71000,5776689,57000869000,10300071000
2015/11/03,2409,友達            ,18558000,14449327,18000,0,159000,0,239000,28000,4496673,159000239000,028000
2015/11/03,2454,聯發科          ,8962000,3600139,18000,6000,57000,104000,358000,1384000,4300861,57000358000,1040001384000
2015/11/03,2002,中鋼            ,11688419,8153699,25000,0,0,41000,946000,293000,4171720,0946000,41000293000
2015/11/03,2313,華通            ,4423000,1104750,566000,0,1714000,1623000,749000,611000,4113250,1714000749000,1623000611000
2015/11/03,2882,國泰金          ,9891000,7981272,17000,0,60000,130000,2169000,47000,3978728,600002169000,13000047000
2015/11/03,2890,永豐金          ,14960184,11429769,20000,0,63000,0,371000,46000,3938415,63000371000,046000
2015/11/03,2823,中壽            ,6508000,3630521,1545000,766000,110000,0,258000,151000,3873479,110000258000,0151000
2015/11/03,2884,玉山金          ,10613000,7130180,15000,0,0,31000,424000,43000,3847820,0424000,3100043000
2015/11/03,2301,光寶科          ,3663000,395827,4000,0,0,38000,432000,34000,3631173,0432000,3800034000
2015/11/03,5880,合庫金          ,6628000,2834854,16000,0,53000,500000,197000,0,3559146,53000197000,5000000
2015/11/03,3702,大聯大          ,4069000,517513,3000,0,0,6000,0,0,3548487,00,60000
2015/11/03,2311,日月光          ,10353000,5558982,354000,571000,96000,700000,102000,540000,3535018,96000102000,700000540000
2015/11/03,2834,臺企銀          ,4447000,1172200,9000,0,0,160000,367000,0,3490800,0367000,1600000
2015/11/03,6239,力成            ,6301000,2715749,113000,320000,84000,22000,171000,188000,3423251,84000171000,22000188000
2015/11/03,1301,台塑            ,3628000,764607,76000,0,215000,119000,41000,42000,3034393,21500041000,11900042000
2015/11/03,2892,第一金          ,8761000,5797066,19000,0,0,239000,410000,128000,3025934,0410000,239000128000
2015/11/03,00634R,上証反          ,0,0,0,0,480000,20000,4404000,1952000,2912000,4800004404000,200001952000
2015/11/03,2867,三商壽          ,2506000,149000,0,0,63000,0,515000,80000,2855000,63000515000,080000
2015/11/03,2886,兆豐金          ,19889800,17477198,39000,37000,224000,100000,304000,92000,2750602,224000304000,10000092000
2015/11/03,00631L,T50正2          ,0,0,0,0,739000,601000,3636000,1124000,2650000,7390003636000,6010001124000
2015/11/03,2345,智邦            ,3532000,969000,0,0,635000,719000,0,0,2479000,6350000,7190000
2015/11/03,1101,台泥            ,3303000,947827,87000,0,0,17000,75000,44000,2456173,075000,1700044000
2015/11/03,2356,英業達          ,3453000,874928,5000,0,0,120000,12000,26000,2449072,012000,12000026000
2015/11/03,6176,瑞儀            ,2904920,974785,488000,0,57000,47000,44000,71000,2401135,5700044000,4700071000
2015/11/03,2439,美律            ,1941000,581000,281000,0,39000,228000,917000,76000,2293000,39000917000,22800076000
2015/11/03,00640L,日本2X          ,0,0,0,0,0,0,4345000,2314000,2031000,04345000,02314000
