年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2014/03/31,2313,華通            ,15780000,579000,1751000,0,9506000,1080000,25378000
2014/03/31,2330,台積電          ,42502423,19584600,307000,298000,301000,773000,22454823
2014/03/31,2311,日月光          ,18761699,6187951,2177000,0,2475000,1206000,16019748
2014/03/31,2409,友達            ,23794502,4668035,0,0,432000,3799000,15759467
2014/03/31,4938,和碩            ,16440356,2897831,290000,0,1647000,243000,15236525
2014/03/31,0050,台灣50          ,12206000,920000,0,0,4162000,1574000,13874000
2014/03/31,2105,正新            ,5247109,1599380,2009000,0,1618000,370000,6904729
2014/03/31,1216,統一            ,12336269,6899783,0,0,348000,176000,5608486
2014/03/31,3481,群創            ,9228231,4313199,0,0,886000,763000,5038032
2014/03/31,2886,兆豐金          ,20420269,13124698,0,2008312,0,358000,4929259
2014/03/31,3042,晶技            ,4802200,128000,100000,0,1062000,1129000,4707200
2014/03/31,2458,義隆            ,1205000,308000,1439000,1000,2151000,181000,4305000
2014/03/31,1715,萬洲            ,4366000,33000,0,0,101000,435000,3999000
2014/03/31,2308,台達電          ,5640167,1896000,0,110000,226000,113000,3747167
2014/03/31,2888,新光金          ,10567299,6565634,0,0,142000,604000,3539665
2014/03/31,2890,永豐金          ,5878246,2176500,0,17161,3000,166000,3521585
2014/03/31,2347,聯強            ,3715436,862000,440000,67000,215000,155000,3286436
2014/03/31,2883,開發金          ,7586498,4411000,0,0,453000,369000,3259498
2014/03/31,1314,中石化          ,3845698,953210,0,0,155000,33000,3014488
2014/03/31,3034,聯詠            ,2590806,332600,0,0,756000,52000,2962206
2014/03/31,2353,宏??            ,4106429,1310000,0,0,21000,71000,2746429
2014/03/31,6282,康舒            ,2206000,616000,229000,0,1255000,343000,2731000
2014/03/31,3023,信邦            ,1328000,132000,1088000,0,215000,32000,2467000
2014/03/31,9945,潤泰新          ,2646200,313500,0,0,199000,201000,2330700
2014/03/31,9904,寶成            ,5713109,3551040,0,0,491000,325000,2328069
2014/03/31,2327,國巨            ,2759000,462000,0,0,0,4000,2293000
2014/03/31,3037,欣興            ,3450000,2323000,587000,0,1664000,1135000,2243000
2014/03/31,1722,台肥            ,2534000,405520,0,0,17000,14000,2131480
2014/03/31,5880,合庫金          ,2967643,746000,0,0,0,122000,2099643
2014/03/31,2892,第一金          ,3720276,1489500,0,0,30000,200000,2060776
2014/03/31,2376,技嘉            ,1485000,414681,250000,0,716000,51000,1985319
2014/03/31,2603,長榮            ,3085803,824580,0,0,25000,303000,1983223
2014/03/31,6251,定穎            ,1917000,17000,0,0,0,0,1900000
2014/03/31,2357,華碩            ,2895697,673000,48000,350000,164000,204000,1880697
2014/03/31,2356,英業達          ,8200181,6245954,0,0,218000,301000,1871227
2014/03/31,2002,中鋼            ,6960689,5173554,0,0,151000,136000,1802135
2014/03/31,2344,華邦電          ,2227476,155476,0,0,98000,418000,1752000
2014/03/31,1301,台塑            ,3322985,1532581,0,0,11000,130000,1671404
2014/03/31,2406,國碩            ,3190000,244172,0,1706000,687000,262000,1664828
2014/03/31,2384,勝華            ,2701000,892988,0,0,13000,170000,1651012
2014/03/31,5871,F-中租          ,1834600,142000,0,40000,40000,140000,1552600
2014/03/31,3682,亞太電          ,1631000,86000,0,0,0,27000,1518000
2014/03/31,1440,南紡            ,767000,94000,0,0,1153000,332000,1494000
2014/03/31,2915,潤泰全          ,1588391,511820,150000,0,505000,254000,1477571
2014/03/31,2412,中華電          ,3718837,2206200,0,0,0,44000,1468637
2014/03/31,2325,矽品            ,5132487,1403000,0,2499000,384000,147000,1467487
2014/03/31,2317,鴻海            ,17473624,14912557,875000,1987000,534000,524000,1459067
2014/03/31,9907,統一實          ,1758000,718000,0,0,521000,130000,1431000
2014/03/31,4958,F-臻鼎          ,1257163,404200,100000,0,698000,254000,1396963
2014/03/31,2352,佳世達          ,1889678,527678,0,0,0,14000,1348000
2014/03/31,8112,至上            ,814000,143000,825000,0,0,152000,1344000
2014/03/31,6257,矽格            ,1340000,32000,40000,0,69000,74000,1343000
2014/03/31,4915,致伸            ,874000,253000,0,1000,1010000,292000,1338000
2014/03/31,3189,景碩            ,646000,309000,920000,200000,406000,172000,1291000
2014/03/31,1522,堤維西          ,174000,191000,0,0,1272000,2000,1253000
2014/03/31,0056,高股息          ,109000,0,0,0,1135000,0,1244000
2014/03/31,3059,華晶科          ,301000,384000,1500000,0,2000,185000,1234000
2014/03/31,6239,力成            ,1983218,794600,0,0,197000,195000,1190618
2014/03/31,2511,太子            ,2553000,1470351,0,0,90000,2000,1170649
2014/03/31,3010,華立            ,1051000,14000,0,0,104000,0,1141000
2014/03/31,2467,志聖            ,173000,41000,770000,0,601000,390000,1113000
2014/03/31,2823,中壽            ,4616695,3675000,0,0,582000,423000,1100695
2014/03/31,1409,新纖            ,983000,24000,0,0,137000,0,1096000
2014/03/31,1402,遠東新          ,2017361,930880,0,0,0,24000,1062481
2014/03/31,4526,東台            ,1379000,375000,0,0,1000,0,1005000
2014/03/31,2801,彰銀            ,3030449,1949364,0,0,21000,98000,1004085
2014/03/31,1215,卜蜂            ,473000,81000,0,0,660000,70000,982000
2014/03/31,3061,璨圓            ,606000,6000,0,1000,370000,23000,946000
2014/03/31,2420,新巨            ,708000,31000,383000,0,144000,300000,904000
2014/03/31,2880,華南金          ,2811025,1784000,0,0,0,124000,903025
2014/03/31,9938,百和            ,1064000,291000,0,0,122000,41000,854000
2014/03/31,2913,農林            ,171000,211000,0,0,1329000,436000,853000
2014/03/31,2547,日勝生          ,1059000,54000,0,0,127000,297000,835000
2014/03/31,6116,彩晶            ,1639000,558000,0,0,480000,763000,798000
2014/03/31,2362,藍天            ,1179326,503600,0,0,304000,188000,791726
2014/03/31,2498,宏達電          ,2074229,1286142,0,0,61000,63000,786087
2014/03/31,8110,華東            ,780000,5000,0,0,0,0,775000
2014/03/31,2349,錸德            ,888000,114000,0,0,0,4000,770000
2014/03/31,4934,太極            ,1214000,461000,0,0,2000,0,755000
2014/03/31,6409,旭隼            ,751000,86000,0,0,75000,0,740000
2014/03/31,1589,F-永冠          ,285000,158000,612000,129000,201000,85000,726000
2014/03/31,2912,統一超          ,1273982,575000,5000,0,8000,6000,705982
2014/03/31,1434,福懋            ,1326273,620500,35000,0,2000,68000,674773
2014/03/31,2881,富邦金          ,8565026,6575900,0,1000000,121000,436000,674126
2014/03/31,1504,東元            ,2601127,2256230,500000,176000,33000,32000,669897
2014/03/31,2034,允強            ,395000,1000,0,0,288000,21000,661000
2014/03/31,3044,健鼎            ,854000,151000,0,0,15000,60000,658000
2014/03/31,5534,長虹            ,250000,109000,0,0,546000,34000,653000
2014/03/31,2103,台橡            ,905720,291610,0,0,48000,11000,651110
2014/03/31,2368,金像電          ,665000,21000,0,0,3000,1000,646000
2014/03/31,2331,精英            ,1185000,436480,0,0,778000,907000,619520
2014/03/31,1605,華新            ,5273145,4158400,0,0,107000,610000,611745
2014/03/31,8213,志超            ,670000,60000,0,0,0,0,610000
2014/03/31,1210,大成            ,926000,47000,70000,0,494000,835000,608000
2014/03/31,8261,富鼎            ,326000,7000,246000,0,0,0,565000
2014/03/31,1305,華夏            ,568000,3087,0,0,0,1000,563913
2014/03/31,9933,中鼎            ,980655,440000,0,0,38000,17000,561655
2014/03/31,3702,大聯大          ,1570312,1030000,0,0,61000,45000,556312
2014/03/31,3032,偉訓            ,125000,21000,450000,0,1000,0,555000
2014/03/31,006207,FH滬深          ,0,0,0,0,1820000,1285000,535000
2014/03/31,2448,晶電            ,2911146,2313100,0,0,109000,173000,534046
2014/03/31,2441,超豐            ,372000,12000,0,0,170000,0,530000
2014/03/31,2515,中工            ,247000,147000,0,0,437000,8000,529000
2014/03/31,5264,F-鎧勝          ,90000,96000,170000,0,434000,77000,521000
2014/03/31,8105,凌巨            ,628000,79000,0,0,0,31000,518000
2014/03/31,2354,鴻準            ,1201212,677000,0,0,7000,28000,503212
2014/03/31,3706,神達            ,666364,66000,0,0,64000,168000,496364
2014/03/31,2340,光磊            ,491000,2000,0,0,1000,0,490000
2014/03/31,3005,神基            ,541000,50000,0,0,0,2000,489000
2014/03/31,2404,漢唐            ,494000,9000,0,0,2000,0,487000
2014/03/31,2841,台開            ,514000,33000,0,0,0,0,481000
2014/03/31,3041,揚智            ,464000,6000,0,0,20000,1000,477000
2014/03/31,2377,微星            ,1775000,995700,0,0,164000,470000,473300
2014/03/31,6214,精誠            ,460000,50000,144000,120000,144000,111000,467000
2014/03/31,2402,毅嘉            ,337000,219000,349000,0,0,0,467000
2014/03/31,2371,大同            ,920000,369000,0,0,0,85000,466000
2014/03/31,5522,遠雄            ,676896,191200,0,0,0,29000,456696
2014/03/31,2476,鉅祥            ,555000,54000,0,0,0,50000,451000
2014/03/31,1312,國喬            ,928000,703000,0,0,292000,66000,451000
2014/03/31,6176,瑞儀            ,1346454,841500,0,0,68000,128000,444954
2014/03/31,1512,瑞利            ,247000,5000,0,0,200000,1000,441000
2014/03/31,3698,隆達            ,468000,61000,0,270000,368000,95000,410000
2014/03/31,3383,新世紀          ,425000,26000,0,0,3000,3000,399000
2014/03/31,2609,陽明            ,875100,413000,0,0,16000,80000,398100
2014/03/31,2312,金寶            ,172000,116000,0,300000,669000,28000,397000
2014/03/31,3030,德律            ,724000,332000,0,0,0,0,392000
2014/03/31,2385,群光            ,1571132,1375700,0,0,222000,26000,391432
2014/03/31,6153,嘉聯益          ,433000,29000,0,1000,44000,64000,383000
2014/03/31,1536,和大            ,387000,96000,0,0,114000,23000,382000
2014/03/31,1444,力麗            ,382000,1000,0,0,0,0,381000
2014/03/31,2107,厚生            ,208000,29000,0,0,203000,1000,381000
2014/03/31,1717,長興            ,485000,125000,0,0,16000,0,376000
2014/03/31,0055,寶金融          ,20000,0,0,0,354000,1000,373000
2014/03/31,3014,聯陽            ,362000,12000,0,0,0,0,350000
2014/03/31,9921,巨大            ,560015,207663,0,0,8000,17000,343352
2014/03/31,6166,凌華            ,449000,30000,0,40000,0,51000,328000
2014/03/31,1304,台聚            ,344000,1000,0,0,0,16000,327000
2014/03/31,2049,上銀            ,775638,541496,71000,0,87000,69000,323142
2014/03/31,8404,F-百和          ,0,25000,120000,0,215000,0,310000
2014/03/31,3019,亞光            ,327000,19000,0,0,0,0,308000
2014/03/31,6505,台塑化          ,1267400,952000,0,0,0,10000,305400
2014/03/31,910322,康師傅          ,310000,6000,0,0,0,0,304000
2014/03/31,2204,中華            ,526000,184930,0,0,0,39000,302070
2014/03/31,2606,裕民            ,549473,212000,0,0,0,41000,296473
2014/03/31,2492,華新科          ,340000,49000,0,0,0,1000,290000
2014/03/31,2401,凌陽            ,321000,38000,0,0,0,3000,280000
2014/03/31,3380,明泰            ,311000,149000,0,0,197000,81000,278000
2014/03/31,3533,嘉澤            ,212000,384000,400000,0,52000,2000,278000
