年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2016/02/15,2303,聯電            ,38226455,26969987,0,689,308000,95000,5955000,55000,17368779,3080005955000,9500055000
2016/02/15,3037,欣興            ,10672000,1863000,0,3523,550000,218000,3900000,275000,12762477,5500003900000,218000275000
2016/02/15,2412,中華電          ,13427945,5455318,60000,7620,46000,29000,9000,0,8051007,460009000,290000
2016/02/15,2344,華邦電          ,8259000,2661000,0,4264,0,112000,2590000,55000,8016736,02590000,11200055000
2016/02/15,2002,中鋼            ,13043498,6171117,0,3389,200000,25000,804000,64000,7783992,200000804000,2500064000
2016/02/15,1216,統一            ,16408376,8648006,0,519353,55000,55000,230000,0,7471017,55000230000,550000
2016/02/15,00641R,日本反          ,1955000,0,0,0,220000,120000,9919000,6926000,5048000,2200009919000,1200006926000
2016/02/15,2834,臺企銀          ,6720075,2057564,1551,0,0,0,39000,29000,4674062,039000,029000
2016/02/15,3596,智易            ,2241000,446000,2075000,0,734000,293000,0,0,4311000,7340000,2930000
2016/02/15,00638R,滬深反          ,0,536000,0,0,0,400000,5916000,1370000,3610000,05916000,4000001370000
2016/02/15,2610,華航            ,3981998,1842852,2990,0,0,501000,1989000,211000,3419136,01989000,501000211000
2016/02/15,2324,仁寶            ,15294418,12273972,2389,0,70000,474000,637000,42000,3213835,70000637000,47400042000
2016/02/15,2883,開發金          ,12501836,10049592,0,4553,0,500000,856000,20000,2783691,0856000,50000020000
2016/02/15,9904,寶成            ,5390530,2694213,0,70171,20000,29000,41000,6000,2652146,2000041000,290006000
2016/02/15,4904,遠傳            ,5556291,2896431,0,516,0,51000,7000,0,2615344,07000,510000
2016/02/15,1464,得力            ,1857000,150000,0,0,364000,213000,703000,23000,2538000,364000703000,21300023000
2016/02/15,00635U,元黃金          ,0,3000,0,0,0,40000,3712000,1202000,2467000,03712000,400001202000
2016/02/15,2421,建準            ,2590000,370000,270000,350000,162000,0,0,0,2302000,1620000,00
2016/02/15,2379,瑞昱            ,3501000,1062204,0,225552,45000,4000,36000,16000,2274244,4500036000,400016000
2016/02/15,2615,萬海            ,2601000,1384000,182,0,245000,0,781000,26000,2217182,245000781000,026000
2016/02/15,6239,力成            ,4168018,2278933,8000,452,0,148000,484000,23000,2209633,0484000,14800023000
2016/02/15,3017,奇鋐            ,1705000,941000,95000,0,90000,50000,1371000,122000,2148000,900001371000,50000122000
2016/02/15,00631L,T50正2          ,0,8000,0,0,160000,121000,2353000,459000,1925000,1600002353000,121000459000
2016/02/15,2886,兆豐金          ,13673633,11736701,0,2515,15000,80000,31000,11000,1889417,1500031000,8000011000
2016/02/15,3189,景碩            ,1969000,536000,250000,430,58000,10000,145000,22000,1853570,58000145000,1000022000
2016/02/15,2892,第一金          ,9148309,6787725,0,668712,0,0,120000,8000,1803872,0120000,08000
2016/02/15,2353,宏??            ,5008186,3376000,0,616,6000,11000,213000,57000,1782570,6000213000,1100057000
2016/02/15,3034,聯詠            ,5083800,3381011,25000,46041,57000,75000,104000,17000,1750748,57000104000,7500017000
2016/02/15,0050,台灣50          ,3130000,274000,0,0,170000,138000,921000,2082000,1727000,170000921000,1380002082000
2016/02/15,9105,泰金寶          ,1588000,0,0,0,0,0,0,0,1588000,00,00
2016/02/15,2382,廣達            ,4771677,3410537,0,763,44000,13000,167000,0,1558377,44000167000,130000
2016/02/15,2330,台積電          ,62699214,61724560,134000,15560,519000,366000,1385000,1090000,1541094,5190001385000,3660001090000
2016/02/15,5880,合庫金          ,5579943,4136666,3338,0,4000,0,76000,9000,1517615,400076000,09000
2016/02/15,3231,緯創            ,5350000,3382692,2107,499000,83000,17000,122000,214000,1444415,83000122000,17000214000
2016/02/15,2105,正新            ,3715364,2443877,95,0,52000,25000,125000,0,1423582,52000125000,250000
2016/02/15,3023,信邦            ,995000,436118,248790,0,35000,10000,590000,8000,1414672,35000590000,100008000
2016/02/15,2880,華南金          ,5136336,3813643,0,1244,0,13000,17000,8000,1317449,017000,130008000
2016/02/15,1319,東陽            ,2184000,1993000,0,810,259000,140000,994000,51000,1252190,259000994000,14000051000
2016/02/15,2454,聯發科          ,5308684,4556976,329,0,59000,53000,602000,109000,1251037,59000602000,53000109000
2016/02/15,4938,和碩            ,7742291,6556022,0,470,95000,33000,52000,69000,1230799,9500052000,3300069000
2016/02/15,0056,高股息          ,26000,0,0,0,0,0,1056000,0,1082000,01056000,00
2016/02/15,1310,台苯            ,583000,1168000,0,44000,177000,1084000,2621000,6000,1079000,1770002621000,10840006000
2016/02/15,2349,錸德            ,1841000,814000,0,0,0,0,0,0,1027000,00,00
2016/02/15,2603,長榮            ,3264000,2545907,0,2642,52000,2000,232000,29000,968451,52000232000,200029000
2016/02/15,00639,深100           ,0,0,0,0,420000,50000,729000,199000,900000,420000729000,50000199000
2016/02/15,1326,台化            ,4219073,3383142,0,223,0,0,0,0,835708,00,00
2016/02/15,1722,台肥            ,1654000,820513,477,0,0,0,0,0,833964,00,00
2016/02/15,1227,佳格            ,1282000,557337,0,565,33000,0,71000,0,828098,3300071000,00
2016/02/15,1101,台泥            ,3727891,2442809,0,366324,0,0,4000,95000,827758,04000,095000
2016/02/15,2376,技嘉            ,764000,430000,486000,504,0,69000,54000,0,804496,054000,690000
2016/02/15,2609,陽明            ,867000,331323,1267,0,0,52000,294000,25000,753944,0294000,5200025000
2016/02/15,2313,華通            ,2827000,1908000,2642,310000,0,0,61000,30000,642642,061000,030000
2016/02/15,00643,深中小          ,0,0,0,0,0,0,1066000,435000,631000,01066000,0435000
2016/02/15,2385,群光            ,1758612,1137210,102,0,0,0,0,2000,619504,00,02000
2016/02/15,6285,啟??            ,1299000,693624,133562,256000,59000,35000,55000,12000,549938,5900055000,3500012000
2016/02/15,1589,F-永冠          ,306000,86000,215000,54144,83000,2000,83000,2000,542856,8300083000,20002000
2016/02/15,2103,台橡            ,658000,144000,0,1322,0,0,30000,6000,536678,030000,06000
2016/02/15,2492,華新科          ,828000,433000,31000,0,0,0,282000,178000,530000,0282000,0178000
2016/02/15,6286,立錡            ,41000,26000,0,225,505000,0,3000,0,522775,5050003000,00
2016/02/15,3057,喬鼎            ,570000,49000,0,0,1000,0,0,0,522000,10000,00
2016/02/15,3682,亞太電          ,1342000,835667,8993,0,0,6000,0,0,509326,00,60000
2016/02/15,2449,京元電          ,2913000,3202520,0,211,0,0,787000,26000,471269,0787000,026000
2016/02/15,1337,F-再生          ,463000,19000,0,0,0,0,0,1000,443000,00,01000
2016/02/15,2426,鼎元            ,525000,76000,0,0,0,13000,0,0,436000,00,130000
2016/02/15,1102,亞泥            ,2086078,1637390,0,24496,0,0,0,0,424192,00,00
2016/02/15,1522,堤維西          ,491000,146000,0,0,78000,0,0,0,423000,780000,00
2016/02/15,2499,東貝            ,600000,180000,0,0,0,0,0,0,420000,00,00
2016/02/15,9938,百和            ,892000,490000,150249,117000,9000,21000,10000,20000,413249,900010000,2100020000
2016/02/15,3443,創意            ,154000,45000,0,0,271000,13000,34000,0,401000,27100034000,130000
2016/02/15,3450,聯鈞            ,609000,571400,2116,0,0,7000,371000,3000,400716,0371000,70003000
2016/02/15,1477,聚陽            ,379000,65610,46097,0,17000,1000,17000,6000,386487,1700017000,10006000
2016/02/15,3519,綠能            ,813000,718000,0,0,287000,1000,0,0,381000,2870000,10000
2016/02/15,2520,冠德            ,395000,53000,0,0,24000,11000,17000,0,372000,2400017000,110000
2016/02/15,3044,健鼎            ,615000,260000,10000,654,0,1000,0,0,363346,00,10000
2016/02/15,2327,國巨            ,474000,238000,301,0,99000,12000,194000,171698,345603,99000194000,12000171698
2016/02/15,1434,福懋            ,735273,405130,0,177,0,0,0,0,329966,00,00
