年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2015/07/01,2883,開發金          ,9486190,8104143,0,1075000,6423000,1327000,3901000,269000,9035047,64230003901000,1327000269000
2015/07/01,2409,友達            ,21576608,16094235,0,155000,2197000,18000,1861000,434000,8933373,21970001861000,18000434000
2015/07/01,2317,鴻海            ,12944380,8234789,200000,166000,875000,380000,1124016,354000,6008607,8750001124016,380000354000
2015/07/01,2885,元大金          ,9969000,6364746,239000,0,100000,146,4849000,3366000,5426108,1000004849000,1463366000
2015/07/01,2303,聯電            ,18589000,12398362,0,0,12000,433000,440000,881000,5328638,12000440000,433000881000
2015/07/01,2354,鴻準            ,1313000,1608796,2015000,0,1622000,585000,1309000,289000,3776204,16220001309000,585000289000
2015/07/01,1101,台泥            ,2734000,1505811,1045000,0,200000,0,420000,22000,2871189,200000420000,022000
2015/07/01,0061,寶滬深          ,60000,6000,0,0,770000,0,5721000,3680000,2865000,7700005721000,03680000
2015/07/01,2891,中信金          ,11441000,9095465,10000,26000,350000,0,92000,127000,2644535,35000092000,0127000
2015/07/01,0050,台灣50          ,200000,75000,0,0,164000,88000,3329000,1056000,2474000,1640003329000,880001056000
2015/07/01,2313,華通            ,1615000,408000,0,0,756000,100000,706000,196000,2373000,756000706000,100000196000
2015/07/01,00639,深100           ,0,0,4730000,0,0,0,3605000,6071000,2264000,03605000,06071000
2015/07/01,3045,台灣大          ,3310000,866101,0,0,0,187000,11000,15000,2252899,011000,18700015000
2015/07/01,2474,可成            ,3062363,1282413,291000,38000,437000,389000,271000,190000,2161950,437000271000,389000190000
2015/07/01,2886,兆豐金          ,9375000,7444944,610000,935000,60000,0,36000,16000,1685056,6000036000,016000
2015/07/01,3665,F-貿聯          ,922000,58000,717000,0,27000,9000,154000,84000,1669000,27000154000,900084000
2015/07/01,2880,華南金          ,3471000,1907608,55000,0,0,1000,0,0,1617392,00,10000
2015/07/01,1303,南亞            ,4110000,2465864,0,2000,0,0,4000,73000,1573136,04000,073000
2015/07/01,2485,兆赫            ,72000,258000,1099000,0,50000,26000,666000,94000,1509000,50000666000,2600094000
2015/07/01,3030,德律            ,806000,63000,0,0,28000,2000,627000,36000,1360000,28000627000,200036000
2015/07/01,3561,昇陽科          ,1228000,29000,0,0,4000,0,122000,0,1325000,4000122000,00
2015/07/01,00631L,T50正2          ,0,0,0,0,5000,12000,1967000,709000,1251000,50001967000,12000709000
2015/07/01,2383,台光電          ,1397000,1061000,663000,0,436000,142000,152997,247000,1198997,436000152997,142000247000
2015/07/01,2385,群光            ,1528000,349346,0,0,0,1000,0,2000,1175654,00,10002000
2015/07/01,6269,台郡            ,1106000,1160000,1478000,0,307000,874000,563000,251000,1169000,307000563000,874000251000
2015/07/01,2498,宏達電          ,1478000,922950,0,0,0,0,799000,198000,1156050,0799000,0198000
2015/07/01,2344,華邦電          ,2063000,915000,0,0,0,13000,8000,5000,1138000,08000,130005000
2015/07/01,3673,F-TPK           ,2349000,1567965,0,148000,205000,29000,456000,160000,1105035,205000456000,29000160000
2015/07/01,9802,F-鈺齊          ,745000,520000,10000,0,743000,151000,371000,103000,1095000,743000371000,151000103000
2015/07/01,1718,中纖            ,1051000,264000,0,0,0,0,295000,21000,1061000,0295000,021000
2015/07/01,2454,聯發科          ,2286000,1524162,51000,25000,150000,10000,299000,217000,1009838,150000299000,10000217000
2015/07/01,2903,遠百            ,1878257,828000,0,0,61000,189000,0,0,922257,610000,1890000
2015/07/01,2515,中工            ,1215000,351000,0,0,0,4000,0,0,860000,00,40000
2015/07/01,2439,美律            ,341000,347000,0,0,14000,35000,897000,42000,828000,14000897000,3500042000
2015/07/01,3702,大聯大          ,939000,394000,0,0,111000,3000,175000,4000,824000,111000175000,30004000
2015/07/01,2401,凌陽            ,609000,263000,0,0,0,1000,627000,196000,776000,0627000,1000196000
2015/07/01,2833,台壽保          ,1110000,256000,0,0,33000,0,4000,133000,758000,330004000,0133000
2015/07/01,6282,康舒            ,673000,70000,0,0,2000,12000,139000,7000,725000,2000139000,120007000
2015/07/01,3576,新日光          ,574000,207000,0,0,120000,25000,312000,53000,721000,120000312000,2500053000
