年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2013/10/16,2330,台積電          ,15565581,7411488,370000,16000,872000,226000,9154093
2013/10/16,2881,富邦金          ,13552000,4840288,63000,94000,110000,1340000,7450712
2013/10/16,2331,精英            ,1183000,971000,0,0,8608000,1540000,7280000
2013/10/16,3682,亞太電          ,7056000,448000,0,0,639000,0,7247000
2013/10/16,2412,中華電          ,5360000,920100,0,0,30000,115000,4354900
2013/10/16,2883,開發金          ,6884000,1721400,0,0,877000,1772000,4267600
2013/10/16,3706,神達            ,4237250,513000,200000,0,753000,552000,4125250
2013/10/16,0050,台灣50          ,1060000,61000,0,0,3614000,597000,4016000
2013/10/16,2888,新光金          ,10076709,5445613,0,0,767000,1604000,3794096
2013/10/16,2885,元大金          ,5164000,1159000,0,0,107000,391576,3720424
2013/10/16,2337,旺宏            ,4437000,906000,0,0,0,6000,3525000
2013/10/16,4532,瑞智            ,497000,1206250,4186000,0,481000,449000,3508750
2013/10/16,3702,大聯大          ,3441000,788000,0,0,713000,54000,3312000
2013/10/16,6285,啟??            ,3863000,584000,643000,0,371000,1018655,3274345
2013/10/16,9136,巨騰            ,3060000,146000,0,0,369000,48000,3235000
2013/10/16,2311,日月光          ,5039000,2905148,1281000,0,325000,592000,3147852
2013/10/16,1532,勤美            ,2235000,236000,61000,15000,1450000,508000,2987000
2013/10/16,2002,中鋼            ,4967540,1967334,0,0,95000,116000,2979206
2013/10/16,3474,華亞科          ,2728000,479000,0,0,750000,100000,2899000
2013/10/16,2886,兆豐金          ,8250000,5578000,208000,132000,201000,279000,2670000
2013/10/16,2454,聯發科          ,5632000,2818150,197000,2000,73000,480000,2601850
2013/10/16,3561,昇陽科          ,2720000,300000,0,0,80000,37000,2463000
2013/10/16,6176,瑞儀            ,2443000,104000,83000,0,114000,115000,2421000
2013/10/16,2884,玉山金          ,8529000,4329200,0,0,220000,2027800,2392000
2013/10/16,2834,臺企銀          ,2104000,102000,0,0,0,43000,1959000
2013/10/16,1102,亞泥            ,2670497,1371897,503000,0,209001,106000,1904601
2013/10/16,2887,台新金          ,2987000,1126000,0,80000,465000,358000,1888000
2013/10/16,2382,廣達            ,2621000,761700,0,0,108000,86000,1881300
2013/10/16,2449,京元電          ,3760000,2104000,0,0,59000,93000,1622000
2013/10/16,2312,金寶            ,1701000,75000,0,0,0,33000,1593000
2013/10/16,2880,華南金          ,2118400,562000,0,0,84000,69000,1571400
2013/10/16,2534,宏盛            ,1509000,110000,100000,0,27000,71000,1455000
2013/10/16,2006,東鋼            ,1387000,299000,300000,0,121000,66000,1443000
2013/10/16,1303,南亞            ,2103210,761770,95000,22440,65000,47000,1432000
2013/10/16,2371,大同            ,1701000,158000,0,0,429000,579000,1393000
2013/10/16,2448,晶電            ,1921000,480000,0,0,29000,99000,1371000
2013/10/16,2812,台中銀          ,1869000,15000,0,0,10000,512000,1352000
2013/10/16,2439,美律            ,2895000,2083000,414000,32000,405000,288000,1311000
2013/10/16,1712,興農            ,677000,74000,800000,0,291000,397000,1297000
2013/10/16,6005,群益證          ,1705000,163000,0,0,0,260000,1282000
2013/10/16,5871,F-中租          ,1434100,207600,257000,23000,511000,720000,1251500
2013/10/16,2801,彰銀            ,1938000,652790,0,0,132000,179220,1237990
2013/10/16,1447,力鵬            ,1417000,365000,0,0,580000,420000,1212000
2013/10/16,1101,台泥            ,1779000,888000,320000,30000,97000,118000,1160000
2013/10/16,1434,福懋            ,683000,111000,400000,0,160000,2000,1130000
2013/10/16,5880,合庫金          ,1936111,749847,0,0,160000,219000,1127264
2013/10/16,3005,神基            ,1590000,488000,0,0,14000,0,1116000
2013/10/16,2308,台達電          ,1928000,849700,0,0,137258,120000,1095558
2013/10/16,3576,新日光          ,977908,191536,90000,7000,477000,297000,1049372
2013/10/16,2610,華航            ,1260000,255000,0,0,0,0,1005000
2013/10/16,1409,新纖            ,1811000,502000,0,0,0,308000,1001000
2013/10/16,2892,第一金          ,3480000,2448000,0,0,103000,161890,973110
2013/10/16,2823,中壽            ,2765000,1176000,0,15000,513000,1139560,947440
2013/10/16,2809,京城銀          ,990000,24000,0,0,162000,232000,896000
