年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2015/08/26,2891,中信金          ,34295733,29069137,2351000,0,28000,31000,3618000,1552000,9640596,280003618000,310001552000
2015/08/26,2884,玉山金          ,20604000,11985684,401000,588000,0,7000,1452000,303000,9573316,01452000,7000303000
2015/08/26,6116,彩晶            ,8779000,2091000,0,0,0,11000,59000,0,6736000,059000,110000
2015/08/26,2412,中華電          ,11356500,8070038,1404000,0,416000,73000,46000,34000,5045462,41600046000,7300034000
2015/08/26,2313,華通            ,3270000,3543000,4223000,108000,869000,744000,1552000,1372000,4147000,8690001552000,7440001372000
2015/08/26,1216,統一            ,13493000,10162287,137000,0,60000,110000,388000,230000,3575713,60000388000,110000230000
2015/08/26,2323,中環            ,8404000,5362000,0,0,0,0,0,0,3042000,00,00
2015/08/26,2887,台新金          ,12122000,9168158,131000,0,20000,39000,34000,317000,2782842,2000034000,39000317000
2015/08/26,2615,萬海            ,3449000,1319848,0,0,0,11000,43000,13000,2148152,043000,1100013000
2015/08/26,3519,綠能            ,2159000,125000,0,0,7000,1000,0,0,2040000,70000,10000
2015/08/26,2833,台壽保          ,2489000,604000,0,0,0,7000,48000,60000,1866000,048000,700060000
2015/08/26,00631L,T50正2          ,0,0,0,0,212000,824000,5357000,2937000,1808000,2120005357000,8240002937000
2015/08/26,1477,聚陽            ,2161000,718733,274000,0,0,63000,344000,193000,1804267,0344000,63000193000
2015/08/26,2609,陽明            ,3907000,1820374,0,400000,40000,17000,72000,75000,1706626,4000072000,1700075000
2015/08/26,9924,福興            ,583000,98000,944000,0,372000,182000,0,0,1619000,3720000,1820000
2015/08/26,3514,昱晶            ,2304000,626000,0,19323,0,41000,0,0,1617677,00,410000
2015/08/26,2354,鴻準            ,3599500,3350700,434000,15000,112000,31000,1092000,223752,1617048,1120001092000,31000223752
2015/08/26,9910,豐泰            ,2084000,784674,72000,54000,62000,19000,186000,37389,1508937,62000186000,1900037389
2015/08/26,2376,技嘉            ,1691000,341000,57000,0,3000,10000,65000,7000,1458000,300065000,100007000
2015/08/26,2353,宏??            ,9920000,9250324,1000,0,152000,54000,874000,274000,1368676,152000874000,54000274000
2015/08/26,2406,國碩            ,1567000,168000,0,0,24000,72000,29000,62000,1318000,2400029000,7200062000
2015/08/26,3576,新日光          ,1909170,617000,0,0,70000,82000,2000,19000,1263170,700002000,8200019000
2015/08/26,2867,三商壽          ,1858000,176000,0,0,0,461000,0,0,1221000,00,4610000
2015/08/26,6153,嘉聯益          ,1742000,198000,0,0,54000,10000,51000,423000,1216000,5400051000,10000423000
2015/08/26,1314,中石化          ,3442000,2521000,0,0,0,4000,160000,0,1077000,0160000,40000
2015/08/26,1710,東聯            ,1804000,660000,0,0,5000,104000,0,0,1045000,50000,1040000
2015/08/26,2379,瑞昱            ,1772000,863008,17000,0,0,4000,112000,14000,1019992,0112000,400014000
2015/08/26,9904,寶成            ,6131000,4757372,676000,1935000,709000,311000,863000,379000,996628,709000863000,311000379000
2015/08/26,2360,致茂            ,2396000,1477990,0,0,4000,3000,0,0,919010,40000,30000
2015/08/26,1712,興農            ,1356000,67000,0,350000,1000,25000,0,0,915000,10000,250000
2015/08/26,2449,京元電          ,1692000,305000,74000,482000,2000,14000,85000,229000,823000,200085000,14000229000
2015/08/26,1729,必翔            ,882000,123000,0,0,0,2000,87000,34000,810000,087000,200034000
2015/08/26,6176,瑞儀            ,2116000,1615942,114000,42000,69000,42000,262000,60000,801058,69000262000,4200060000
2015/08/26,0055,寶金融          ,0,0,0,0,0,0,2711000,1952000,759000,02711000,01952000
2015/08/26,2355,敬鵬            ,674000,180000,235000,0,4000,9000,13000,61000,676000,400013000,900061000
2015/08/26,2357,華碩            ,2008000,1446965,99000,19000,15000,12000,79000,74000,649035,1500079000,1200074000
2015/08/26,2498,宏達電          ,3498070,4149302,22138,0,154000,1000,1406000,292000,637906,1540001406000,1000292000
2015/08/26,3005,神基            ,1491000,397000,0,0,0,9000,204000,659000,630000,0204000,9000659000
2015/08/26,00635U,元黃金          ,0,0,0,0,0,0,944000,384000,560000,0944000,0384000
2015/08/26,1589,F-永冠          ,752000,358000,166000,24000,32000,21000,56000,64000,539000,3200056000,2100064000
2015/08/26,9907,統一實          ,1009000,1073000,583000,0,0,9000,0,0,510000,00,90000
2015/08/26,4733,上緯            ,342000,321000,497000,1000,40000,40000,55000,65000,507000,4000055000,4000065000
2015/08/26,5522,遠雄            ,613000,263000,0,0,100000,4000,1000,0,447000,1000001000,40000
2015/08/26,2913,農林            ,714000,274000,0,0,3000,3000,0,0,440000,30000,30000
2015/08/26,3673,F-TPK           ,4123000,3828594,100000,0,3000,31000,164000,93000,437406,3000164000,3100093000
2015/08/26,2383,台光電          ,1521000,1245000,0,0,38000,285000,473000,99000,403000,38000473000,28500099000
2015/08/26,8039,台虹            ,505000,117000,337000,210000,7000,2000,41000,160000,401000,700041000,2000160000
2015/08/26,2106,建大            ,1004000,495000,0,200000,88000,5000,0,0,392000,880000,50000
2015/08/26,9943,好樂迪          ,498000,79000,0,0,0,46000,21000,3000,391000,021000,460003000
2015/08/26,1702,南僑            ,412000,122000,0,0,127000,6000,57000,93000,375000,12700057000,600093000
2015/08/26,4934,太極            ,569000,209000,0,0,2000,6000,0,0,356000,20000,60000
2015/08/26,3036,文曄            ,842000,238000,51000,300000,6000,5000,0,0,356000,60000,50000
2015/08/26,2337,旺宏            ,1519000,1147000,2000,0,0,38000,0,0,336000,00,380000
2015/08/26,4915,致伸            ,311000,714000,432000,0,135000,5000,236000,68000,327000,135000236000,500068000
2015/08/26,1310,台苯            ,432000,106000,0,0,2000,5000,0,0,323000,20000,50000
2015/08/26,2812,台中銀          ,815000,472000,0,0,0,21000,0,0,322000,00,210000
2015/08/26,3698,隆達            ,539825,196000,0,0,2000,31000,2000,0,316825,20002000,310000
2015/08/26,3030,德律            ,564000,303000,0,0,1000,3000,66000,9000,316000,100066000,30009000
2015/08/26,1210,大成            ,526000,213000,0,0,1000,6000,0,0,308000,10000,60000
2015/08/26,2316,楠梓電          ,568000,239000,0,0,10000,3000,39000,71000,304000,1000039000,300071000
2015/08/26,8046,南電            ,1115000,796000,0,0,0,23000,0,0,296000,00,230000
2015/08/26,3059,華晶科          ,361000,65000,0,0,2000,3000,0,1000,294000,20000,30001000
2015/08/26,3665,F-貿聯          ,596000,190000,20000,61000,23000,111000,66000,53000,290000,2300066000,11100053000
2015/08/26,3545,敦泰            ,474000,242000,0,0,1000,5000,70000,13000,285000,100070000,500013000
2015/08/26,00638R,滬深反          ,0,0,0,0,0,0,26459000,26191000,268000,026459000,026191000
2015/08/26,4938,和碩            ,7190885,6933506,230000,35000,49000,18000,141000,374000,250379,49000141000,18000374000
2015/08/26,2614,東森            ,410000,159000,0,0,0,2000,0,0,249000,00,20000
2015/08/26,1476,儒鴻            ,1379000,1196750,7000,62000,30000,16000,147000,47000,241250,30000147000,1600047000
2015/08/26,3622,洋華            ,293000,52000,0,0,0,1000,0,0,240000,00,10000
2015/08/26,9933,中鼎            ,1281000,1041684,0,18000,0,2000,0,0,219316,00,20000
2015/08/26,3023,信邦            ,212000,220254,10000,0,1000,40000,253000,2000,213746,1000253000,400002000
2015/08/26,3017,奇鋐            ,364000,215000,0,0,53000,9000,17000,3000,207000,5300017000,90003000
2015/08/26,5388,中磊            ,426000,195000,0,0,15000,36000,92000,95000,207000,1500092000,3600095000
2015/08/26,2834,臺企銀          ,5101000,4738000,0,0,0,60000,0,109000,194000,00,60000109000
2015/08/26,6456,F-GIS           ,123000,62000,350000,130000,22000,110000,0,0,193000,220000,1100000
2015/08/26,1507,永大            ,466000,269000,0,0,3000,7000,0,0,193000,30000,70000
2015/08/26,1454,台富            ,197000,17000,0,0,0,0,0,0,180000,00,00
2015/08/26,2402,毅嘉            ,623000,420000,0,0,0,2000,12000,34000,179000,012000,200034000
2015/08/26,3694,海華            ,204000,26000,0,0,1000,3000,0,0,176000,10000,30000
2015/08/26,2889,國票金          ,514000,332000,0,0,0,8000,0,0,174000,00,80000
2015/08/26,2436,偉詮電          ,367000,198000,0,0,0,3000,0,0,166000,00,30000
2015/08/26,2369,菱生            ,316000,148000,0,0,0,3000,0,0,165000,00,30000
2015/08/26,2049,上銀            ,728000,459552,0,0,0,35000,44000,116000,161448,044000,35000116000
2015/08/26,6214,精誠            ,365000,77000,0,0,0,64000,14000,77000,161000,014000,6400077000
2015/08/26,6285,啟??            ,289000,921000,883000,125000,0,63000,130000,34000,159000,0130000,6300034000
2015/08/26,2458,義隆            ,303000,182000,0,0,2000,4000,48000,9000,158000,200048000,40009000
2015/08/26,3057,喬鼎            ,167000,12000,0,0,0,3000,0,0,152000,00,30000
2015/08/26,3584,介面            ,401000,255000,0,0,0,1000,0,0,145000,00,10000
2015/08/26,3311,閎暉            ,181000,38000,0,0,0,3000,0,0,140000,00,30000
2015/08/26,3050,鈺德            ,149000,9000,0,0,0,2000,0,0,138000,00,20000
2015/08/26,2845,遠東銀          ,1004000,896000,0,0,39000,10000,0,0,137000,390000,100000
2015/08/26,3443,創意            ,177000,40000,0,0,0,1000,0,0,136000,00,10000
