年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2015/09/17,00637L,滬深2X          ,1801000,0,0,0,510000,0,78825000,14527000,66609000,51000078825000,014527000
2015/09/17,00633L,上証2X          ,3663000,65000,0,0,295000,948000,69944000,33929000,38960000,29500069944000,94800033929000
2015/09/17,2303,聯電            ,31720200,9003900,0,0,63000,0,241000,186000,22834300,63000241000,0186000
2015/09/17,2330,台積電          ,45345188,26726095,289940,0,387000,83000,281000,85000,19409033,387000281000,8300085000
2015/09/17,2883,開發金          ,28836700,13522000,0,691000,223000,70000,3324000,459000,17641700,2230003324000,70000459000
2015/09/17,2311,日月光          ,27511000,11763630,430000,101000,160000,200000,1234000,313000,16957370,1600001234000,200000313000
2015/09/17,2823,中壽            ,18296000,4033043,0,294620,118000,70000,3210000,280000,16946337,1180003210000,70000280000
2015/09/17,2890,永豐金          ,20879700,6299690,0,0,6000,25080,367000,530400,14397530,6000367000,25080530400
2015/09/17,2881,富邦金          ,14686000,5623000,46000,50000,370000,120000,1717000,516000,10510000,3700001717000,120000516000
2015/09/17,0050,台灣50          ,7017000,1522500,0,0,140000,1112000,4148000,418000,8252500,1400004148000,1112000418000
2015/09/17,2885,元大金          ,15631000,10228596,0,0,1000,0,2858000,179000,8082404,10002858000,0179000
2015/09/17,2882,國泰金          ,15844000,8140000,753000,30000,262000,420000,933000,1134000,8068000,262000933000,4200001134000
2015/09/17,2002,中鋼            ,17626000,10152000,0,0,81000,3000,461000,0,8013000,81000461000,30000
2015/09/17,2887,台新金          ,13656000,6128803,0,0,3000,0,422000,150000,7802197,3000422000,0150000
2015/09/17,2412,中華電          ,10338400,3186337,212000,846000,120000,171000,17000,24000,6460063,12000017000,17100024000
2015/09/17,2888,新光金          ,13514800,8068526,0,0,127000,108083,1023000,578000,5910191,1270001023000,108083578000
2015/09/17,2891,中信金          ,23988000,23501170,2644000,0,354000,401000,3247000,429000,5901830,3540003247000,401000429000
