年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2012/12/12,2317,鴻海            ,35060039,18701177,252000,932400,877000,2029000,14526462
2012/12/12,0050,台灣50          ,9787000,950000,200000,0,6491000,1481000,14047000
2012/12/12,2311,日月光          ,17703200,5171278,803000,0,375000,695000,13014922
2012/12/12,2885,元大金          ,22750000,9935379,0,0,664000,820000,12658621
2012/12/12,2002,中鋼            ,20866000,9409637,300000,0,747000,80000,12423363
2012/12/12,2883,開發金          ,12323000,2745000,0,0,3240000,1243000,11575000
2012/12/12,2890,永豐金          ,10167000,4802001,2593000,175000,2930000,124000,10588999
2012/12/12,1605,華新            ,10156000,1243000,0,0,663000,460000,9116000
2012/12/12,2303,聯電            ,16165309,10277000,0,0,4406000,1895000,8399309
2012/12/12,2801,彰銀            ,7737000,284000,0,0,573000,178000,7848000
2012/12/12,2887,台新金          ,10208760,2217000,0,328000,523000,873000,7313760
2012/12/12,2384,勝華            ,7045000,621899,0,0,1054000,352000,7125101
2012/12/12,2881,富邦金          ,11077000,4874334,955000,0,468000,655000,6970666
2012/12/12,1216,統一            ,10599230,4874340,50000,0,1151000,655000,6270890
2012/12/12,5880,合庫金          ,5529000,293000,0,0,874000,78000,6032000
2012/12/12,2880,華南金          ,6269000,1106000,0,0,1388000,763000,5788000
2012/12/12,2409,友達            ,18040008,14177000,3444000,450000,1169000,2406000,5620008
2012/12/12,1303,南亞            ,5989000,2174000,1268000,0,461000,54000,5490000
2012/12/12,1101,台泥            ,7513000,2366000,360000,275000,604000,592000,5244000
2012/12/12,2884,玉山金          ,8002000,2201000,600000,330000,314000,1588000,4797000
2012/12/12,1504,東元            ,7066000,2425000,0,0,216000,73000,4784000
2012/12/12,2886,兆豐金          ,17742000,15757000,1732000,2000,1940000,873000,4782000
2012/12/12,1402,遠東新          ,7560000,6098812,1375000,0,1795000,345000,4286188
2012/12/12,2609,陽明            ,5397000,830000,0,0,121000,498000,4190000
2012/12/12,2353,宏??            ,6160000,2786000,0,0,697000,60000,4011000
2012/12/12,1301,台塑            ,5352000,1513000,581000,280000,159000,453000,3846000
2012/12/12,2891,中信金          ,17576000,15979962,1500000,0,996000,359000,3733038
2012/12/12,2357,華碩            ,4156657,930350,176000,19000,256000,148000,3491307
2012/12/12,2498,宏達電          ,2789000,668150,378000,90000,847000,211000,3044850
2012/12/12,2337,旺宏            ,4030000,2145000,0,0,1798000,828000,2855000
2012/12/12,2356,英業達          ,2834230,126000,0,0,48000,0,2756230
2012/12/12,2105,正新            ,3639054,253000,150000,44000,84000,838000,2738054
2012/12/12,2449,京元電          ,2861000,38000,45000,320000,122000,217000,2453000
2012/12/12,2888,新光金          ,6563000,5064600,0,0,1523000,594000,2427400
2012/12/12,2610,華航            ,2321000,92963,0,0,257000,95000,2390037
2012/12/12,2412,中華電          ,4536000,2140277,100000,61000,83000,131000,2386723
2012/12/12,2882,國泰金          ,9067000,6053683,780000,1164000,474000,724000,2379317
2012/12/12,2315,神達            ,117000,428000,0,0,2745000,61000,2373000
2012/12/12,2330,台積電          ,34600000,33434656,959000,603000,1053000,243000,2331344
2012/12/12,6005,群益證          ,2297000,31000,0,0,53000,3000,2316000
2012/12/12,6239,力成            ,2180000,581000,399000,0,619000,459000,2158000
2012/12/12,2834,臺企銀          ,2979000,698600,0,0,104000,315000,2069400
2012/12/12,1326,台化            ,4541000,1877650,250000,50000,153000,1038000,1978350
2012/12/12,9904,寶成            ,3685732,1720420,0,150000,188000,43000,1960312
2012/12/12,2892,第一金          ,9348000,8661200,200000,0,1109000,63000,1932800
2012/12/12,6257,矽格            ,1046000,0,950000,250000,191000,32000,1905000
2012/12/12,910579,歐聖            ,1900000,0,0,0,0,0,1900000
2012/12/12,1722,台肥            ,1767000,98000,200000,100000,123000,24000,1868000
2012/12/12,2379,瑞昱            ,1317000,276000,520000,0,713000,424000,1850000
2012/12/12,3702,大聯大          ,3542000,1816000,0,0,26000,6000,1746000
2012/12/12,2454,聯發科          ,3391603,3460208,892000,39000,1160000,261000,1683395
2012/12/12,2371,大同            ,1743000,80000,0,0,15000,7000,1671000
2012/12/12,6505,台塑化          ,2003000,240000,23000,300000,175000,0,1661000
2012/12/12,2325,矽品            ,7422000,5688385,0,0,89000,191000,1631615
2012/12/12,2474,可成            ,2805000,1632000,84000,0,630998,257000,1630998
2012/12/12,2912,統一超          ,2035000,417000,0,20000,17000,10000,1605000
2012/12/12,4904,遠傳            ,5662235,4519000,0,0,556000,112000,1587235
2012/12/12,2542,興富發          ,1745000,46000,0,120000,31000,36000,1574000
2012/12/12,5871,F-中租          ,3107600,1248000,340000,255000,231000,713000,1462600
2012/12/12,9945,潤泰新          ,2835000,1910000,775000,20000,271000,497000,1454000
2012/12/12,2301,光寶科          ,5503000,3419000,0,670000,14000,2062,1425938
2012/12/12,2514,龍邦            ,168000,334000,0,0,1672000,104000,1402000
2012/12/12,2344,華邦電          ,1335000,1000,0,0,25000,0,1359000
2012/12/12,4938,和碩            ,2003000,506000,0,263000,159000,39000,1354000
2012/12/12,3034,聯詠            ,2234000,1195100,140000,23000,163000,42000,1276900
2012/12/12,0055,寶金融          ,323000,0,0,0,1336000,433000,1226000
2012/12/12,1802,台玻            ,1510440,190000,0,143000,58000,33440,1202000
2012/12/12,2006,東鋼            ,1189000,23000,0,0,29000,2000,1193000
