年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2016/01/08,00632R,T50反1          ,218000,201000,0,0,3026000,530000,51153000,12993000,40673000,302600051153000,53000012993000
2016/01/08,00637L,滬深2X          ,0,0,0,0,0,62000,76474000,60895000,15517000,076474000,6200060895000
2016/01/08,2412,中華電          ,17322732,8569712,36000,0,55000,8000,1000,33000,8804020,550001000,800033000
2016/01/08,2313,華通            ,7380000,1361000,0,60000,134000,204000,2767000,65000,8591000,1340002767000,20400065000
2016/01/08,2448,晶電            ,3575000,2146440,295000,0,372000,194000,4356000,255000,6002560,3720004356000,194000255000
2016/01/08,00633L,上証2X          ,5997000,327000,0,0,105000,240000,48809000,50179000,4165000,10500048809000,24000050179000
2016/01/08,2356,英業達          ,7642000,7140028,2682000,0,154000,120000,785000,266000,3736972,154000785000,120000266000
2016/01/08,3514,昱晶            ,5265000,1073000,95000,284000,497000,1149000,0,0,3351000,4970000,11490000
2016/01/08,00648R,S&P;反1          ,2000,0,0,0,0,0,7965000,4646000,3321000,07965000,04646000
2016/01/08,1310,台苯            ,3360000,227000,0,200000,0,0,241000,0,3174000,0241000,00
2016/01/08,00641R,日本反          ,0,0,0,0,0,100000,6577000,3309000,3168000,06577000,1000003309000
2016/01/08,2377,微星            ,2521646,381000,0,0,70000,0,328000,33000,2505646,70000328000,033000
2016/01/08,3519,綠能            ,2834000,690000,0,0,173000,30000,0,0,2287000,1730000,300000
2016/01/08,9910,豐泰            ,2610000,639126,291000,0,15000,47000,161000,109000,2281874,15000161000,47000109000
2016/01/08,4915,致伸            ,2726000,513000,0,0,0,86000,180000,81000,2226000,0180000,8600081000
2016/01/08,1737,臺鹽            ,2422000,185000,135000,0,10000,289000,0,0,2093000,100000,2890000
2016/01/08,2393,億光            ,2478000,1111000,238000,0,201000,67000,180000,109000,1810000,201000180000,67000109000
2016/01/08,8105,凌巨            ,2532000,928000,0,0,0,40000,0,0,1564000,00,400000
2016/01/08,2439,美律            ,1704000,163000,0,61000,8000,8000,41000,37000,1484000,800041000,800037000
2016/01/08,00638R,滬深反          ,0,0,0,0,0,0,3635000,2163000,1472000,03635000,02163000
2016/01/08,2345,智邦            ,2488000,1150857,381000,0,1583000,2058000,180000,1000,1422143,1583000180000,20580001000
2016/01/08,3596,智易            ,1348000,100000,0,225000,146000,7000,0,0,1162000,1460000,70000
2016/01/08,2382,廣達            ,8353000,7058908,0,200000,0,0,79000,46000,1127092,079000,046000
2016/01/08,4904,遠傳            ,3947000,2883626,100000,0,5000,41000,0,27000,1100374,50000,4100027000
2016/01/08,2383,台光電          ,1276000,321000,19000,0,90000,75000,67000,18000,1038000,9000067000,7500018000
2016/01/08,3686,達能            ,1195000,175000,0,0,3000,6000,0,0,1017000,30000,60000
2016/01/08,00636,CFA50           ,1000,0,300000,0,0,0,2543000,1879000,965000,02543000,01879000
2016/01/08,1319,東陽            ,1058000,315000,0,0,22000,0,257000,64000,958000,22000257000,064000
2016/01/08,2379,瑞昱            ,1099000,1283288,817000,0,88000,59000,262000,43000,880712,88000262000,5900043000
2016/01/08,1314,中石化          ,1187000,344000,0,0,0,0,2000,13000,832000,02000,013000
2016/01/08,1217,愛之味          ,1004000,199000,0,0,0,0,0,0,805000,00,00
2016/01/08,911612,滬安            ,1000000,250000,0,0,0,0,0,0,750000,00,00
2016/01/08,00635U,元黃金          ,0,0,0,0,0,0,812000,80000,732000,0812000,080000
2016/01/08,2454,聯發科          ,6982000,6605362,15000,281000,148000,107000,734000,166000,719638,148000734000,107000166000
2016/01/08,2492,華新科          ,701000,27000,0,0,1000,0,10000,5000,680000,100010000,05000
2016/01/08,6285,啟??            ,1059000,268000,0,86000,0,55000,40000,17000,673000,040000,5500017000
2016/01/08,2464,盟立            ,770000,112149,0,0,50000,40000,0,0,667851,500000,400000
2016/01/08,2349,錸德            ,941000,282000,0,0,0,0,0,0,659000,00,00
2016/01/08,2347,聯強            ,2353000,1795216,0,0,2000,24000,109000,0,644784,2000109000,240000
2016/01/08,8016,矽創            ,475000,395000,543000,60000,60000,0,18000,4000,637000,6000018000,04000
2016/01/08,00643,深中小          ,100000,0,0,0,0,0,2522000,1999000,623000,02522000,01999000
2016/01/08,2371,大同            ,1527000,932000,0,0,10000,0,17000,13000,609000,1000017000,013000
2016/01/08,2357,華碩            ,1913000,1166168,0,156000,0,4000,28000,11000,603832,028000,400011000
2016/01/08,2903,遠百            ,764000,256000,0,0,46000,0,45000,4000,595000,4600045000,04000
2016/01/08,2355,敬鵬            ,434000,105000,244000,0,0,14000,3000,30000,532000,03000,1400030000
2016/01/08,3037,欣興            ,902000,326000,0,0,62000,30000,81000,180000,509000,6200081000,30000180000
2016/01/08,3008,大立光          ,989000,494369,2000,1000,25000,66000,68000,24000,498631,2500068000,6600024000
2016/01/08,8163,達方            ,524000,40000,0,0,3000,0,0,0,487000,30000,00
2016/01/08,1536,和大            ,683000,185000,147000,176000,11000,0,37000,31000,486000,1100037000,031000
