年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2015/06/26,00634R,上証反          ,5604000,0,0,0,1320000,470000,33899000,6193000,34160000,132000033899000,4700006193000
2015/06/26,2330,台積電          ,19078572,7362172,118000,141000,3081000,15000,1794704,395000,16159104,30810001794704,15000395000
2015/06/26,2882,國泰金          ,16464566,4418000,160000,0,38000,1100000,367000,287000,11224566,38000367000,1100000287000
2015/06/26,2317,鴻海            ,16218173,6266192,426000,192000,245000,100000,2455000,3947000,8838981,2450002455000,1000003947000
2015/06/26,2891,中信金          ,17245000,8525362,201000,0,0,0,65000,225000,8760638,065000,0225000
2015/06/26,2886,兆豐金          ,12929000,5667000,0,4000,360000,792000,13000,0,6839000,36000013000,7920000
2015/06/26,2892,第一金          ,6438407,1168420,0,3000,54000,0,15000,84000,5251987,5400015000,084000
2015/06/26,00638R,滬深反          ,0,125000,0,0,0,0,12361000,7234000,5002000,012361000,07234000
2015/06/26,2383,台光電          ,1790000,146000,2177000,0,281000,180000,919000,190000,4651000,281000919000,180000190000
2015/06/26,2884,玉山金          ,10046000,6849000,0,29000,0,0,720000,137000,3751000,0720000,0137000
2015/06/26,2888,新光金          ,9607000,6364000,0,27000,508000,132000,60000,75000,3577000,50800060000,13200075000
2015/06/26,2834,臺企銀          ,5121100,1631000,0,0,109000,200000,0,0,3399100,1090000,2000000
2015/06/26,2883,開發金          ,7889000,4924000,1900000,824000,0,800000,32000,125000,3148000,032000,800000125000
2015/06/26,2448,晶電            ,1098000,1248000,350000,17000,1929000,213000,1367000,272000,2994000,19290001367000,213000272000
2015/06/26,2881,富邦金          ,3475913,5392625,0,0,2993000,16000,1931000,249000,2742288,29930001931000,16000249000
2015/06/26,2885,元大金          ,14026416,6609201,0,250000,50000,1764000,1123000,3942000,2634215,500001123000,17640003942000
2015/06/26,1455,集盛            ,3105457,131000,30000,0,586000,1066000,0,0,2524457,5860000,10660000
2015/06/26,01003T,新光R1          ,2454000,0,0,0,0,0,0,0,2454000,00,00
2015/06/26,1227,佳格            ,2089000,112000,151000,0,50000,23000,0,0,2155000,500000,230000
2015/06/26,2890,永豐金          ,5724910,3387000,0,200000,0,0,803000,880000,2060910,0803000,0880000
