年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),三大法人買賣超股數,自營商買進股數,自營商賣出股數
2015/07/13,00637L,滬深2X          ,160000,22000,0,0,0,0,69427000,13961000,55604000,069427000,013961000
2015/07/13,00633L,上証2X          ,251000,655000,250000,0,250000,94000,39695000,10735000,28962000,25000039695000,9400010735000
2015/07/13,00632R,T50反1          ,6136000,0,0,0,435000,171000,7886000,3314000,10972000,4350007886000,1710003314000
2015/07/13,0061,寶滬深          ,506000,156000,890000,0,20000,520000,11325000,1595000,10470000,2000011325000,5200001595000
2015/07/13,006205,FB上証          ,31000,15000,2417000,0,408000,2682000,10834000,2552000,8441000,40800010834000,26820002552000
2015/07/13,2882,國泰金          ,19735365,12187206,350000,382000,0,376000,2194000,910000,8424159,02194000,376000910000
2015/07/13,2303,聯電            ,41689334,40618035,0,3000,1756000,160000,5509000,464000,7709299,17560005509000,160000464000
2015/07/13,4938,和碩            ,10599000,4210842,914000,0,16000,87000,348000,146000,7433158,16000348000,87000146000
2015/07/13,3576,新日光          ,2183645,593000,3690000,0,133000,80000,1909000,317000,6925645,1330001909000,80000317000
2015/07/13,00636,CFA50           ,30000,0,0,0,100000,340000,17301000,10518000,6573000,10000017301000,34000010518000
2015/07/13,006206,元上證          ,500000,50000,0,0,966000,417000,9206000,3733000,6472000,9660009206000,4170003733000
2015/07/13,2881,富邦金          ,15327500,9840042,0,642000,146000,384000,1775000,523000,5859458,1460001775000,384000523000
2015/07/13,2317,鴻海            ,18016000,12356081,150000,84000,125000,450000,726000,858000,5268919,125000726000,450000858000
2015/07/13,006207,FH滬深          ,0,0,3487000,0,145000,415000,6114000,4386000,4945000,1450006114000,4150004386000
2015/07/13,2515,中工            ,4443000,42000,0,0,14000,13000,0,0,4402000,140000,130000
2015/07/13,3673,F-TPK           ,6026000,2784487,0,163000,611000,424000,722000,208000,3779513,611000722000,424000208000
2015/07/13,2498,宏達電          ,2635884,941192,1000,0,19000,86000,382000,50000,1960692,19000382000,8600050000
2015/07/13,1310,台苯            ,2076000,116000,0,0,0,18000,0,0,1942000,00,180000
2015/07/13,1504,東元            ,4168000,2361000,0,0,2000,11000,9000,54000,1753000,20009000,1100054000
2015/07/13,2313,華通            ,1654000,1358833,515000,0,3230000,3179000,1752000,952000,1661167,32300001752000,3179000952000
2015/07/13,1536,和大            ,2230054,530000,201000,36000,12000,246000,49000,34000,1646054,1200049000,24600034000
2015/07/13,2823,中壽            ,6750348,5004097,0,592000,0,0,688000,204000,1638251,0688000,0204000
2015/07/13,2615,萬海            ,3323000,2451525,0,0,43000,22000,705000,31000,1566475,43000705000,2200031000
2015/07/13,1102,亞泥            ,4123828,2486109,0,23000,0,207000,44000,0,1451719,044000,2070000
2015/07/13,2357,華碩            ,2720000,1438629,12000,2000,0,4000,61000,8000,1340371,061000,40008000
2015/07/13,2603,長榮            ,4060000,2688222,0,0,215000,190000,361000,582000,1175778,215000361000,190000582000
2015/07/13,6153,嘉聯益          ,673000,137000,0,0,45000,13000,896000,292000,1172000,45000896000,13000292000
2015/07/13,2890,永豐金          ,8950000,7346275,0,1000,0,17000,0,508000,1077725,00,17000508000
2015/07/13,2311,日月光          ,28398000,26948310,166000,2000,12000,24000,860000,1459000,1002690,12000860000,240001459000
2015/07/13,4119,旭富            ,568000,68000,428000,0,44000,80000,0,0,892000,440000,800000
2015/07/13,2406,國碩            ,665000,55000,0,0,155000,169000,865000,582000,879000,155000865000,169000582000
2015/07/13,2368,金像電          ,616000,188000,0,0,2000,13000,431000,34000,814000,2000431000,1300034000
2015/07/13,8039,台虹            ,108000,131000,300000,0,431000,101000,366000,169000,804000,431000366000,101000169000
2015/07/13,2485,兆赫            ,260000,685000,520000,0,147000,19000,902000,376000,749000,147000902000,19000376000
2015/07/13,3060,銘異            ,812000,92000,0,0,36000,15000,0,0,741000,360000,150000
2015/07/13,2412,中華電          ,4318000,3070504,0,8000,0,488000,15000,43000,723496,015000,48800043000
2015/07/13,4906,正文            ,706000,48000,0,0,10000,9000,0,0,659000,100000,90000
