年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2013/09/25,2311,日月光          ,28449640,11597407,1519000,0,1185000,2297000,17259233
2013/09/25,2888,新光金          ,22677000,6453853,0,0,355000,300000,16278147
2013/09/25,3481,群創            ,22140633,6129633,0,361000,160000,95000,15715000
2013/09/25,2886,兆豐金          ,21259900,10449960,3500000,284000,126000,375890,13776050
2013/09/25,2313,華通            ,3702000,992000,400000,0,6255000,504000,8861000
2013/09/25,2883,開發金          ,15450000,7550000,0,0,583000,949000,7534000
2013/09/25,2892,第一金          ,9994864,3834864,0,0,39150,87655,6111495
2013/09/25,2312,金寶            ,382000,385554,3620000,0,2390000,141000,5865446
2013/09/25,2002,中鋼            ,9616181,4997064,1088000,0,406000,382650,5730467
2013/09/25,2801,彰銀            ,5503116,1532856,1100000,0,19000,109650,4979610
2013/09/25,2890,永豐金          ,11243351,6410003,0,142329,70000,214038,4546981
2013/09/25,2317,鴻海            ,12808000,8466300,55000,58000,571000,533000,4376700
2013/09/25,2324,仁寶            ,14474000,10043000,0,0,315000,408000,4338000
2013/09/25,3474,華亞科          ,1683000,1080900,0,0,3720000,0,4322100
2013/09/25,1447,力鵬            ,4371000,42321,751000,0,75000,900951,4253728
2013/09/25,2891,中信金          ,33153496,22801496,1000000,6947000,489000,680000,4214000
2013/09/25,2330,台積電          ,28047000,24139798,74000,261000,326000,391000,3655202
2013/09/25,2344,華邦電          ,4199000,654000,0,0,0,400000,3145000
2013/09/25,1101,台泥            ,5884000,2315226,0,265000,64000,225000,3142774
2013/09/25,6116,彩晶            ,1840000,182000,0,0,1450000,7000,3101000
2013/09/25,2448,晶電            ,3202000,556000,0,0,151000,82000,2715000
2013/09/25,2356,英業達          ,9436214,7005114,0,250000,803000,312000,2672100
2013/09/25,2880,華南金          ,5197680,2689680,0,0,70000,4101,2573899
2013/09/25,2882,國泰金          ,9468306,6122945,0,15668,56000,1006000,2379693
2013/09/25,2885,元大金          ,7666000,4865000,0,448000,141000,201000,2293000
2013/09/25,2474,可成            ,2324000,775000,1097000,1000,109000,576000,2178000
2013/09/25,5880,合庫金          ,4135533,2055533,0,0,50000,30000,2100000
2013/09/25,2393,億光            ,1244000,411225,106000,0,1557000,433000,2062775
2013/09/25,2834,臺企銀          ,3268160,1254160,0,0,0,1520,2012480
2013/09/25,2823,中壽            ,3186649,4958582,96000,0,3718000,156789,1885278
2013/09/25,2606,裕民            ,1109000,249000,1011000,0,55000,128000,1798000
2013/09/25,2316,楠梓電          ,0,70000,1770000,0,0,0,1700000
2013/09/25,3682,亞太電          ,1950000,306000,0,0,0,0,1644000
2013/09/25,2347,聯強            ,5016000,3287896,0,0,106000,194000,1640104
2013/09/25,1312,國喬            ,839000,454025,1005000,152000,412000,46000,1603975
2013/09/25,3231,緯創            ,3566805,3416805,0,0,1949000,506002,1592998
2013/09/25,8078,華寶            ,487000,875000,0,1000,2147000,206000,1552000
2013/09/25,2609,陽明            ,935000,649000,322000,0,939000,0,1547000
2013/09/25,2610,華航            ,2329000,773000,0,0,0,18000,1538000
2013/09/25,2379,瑞昱            ,1955120,567120,0,0,204000,67000,1525000
2013/09/25,2618,長榮航          ,2449000,957000,0,0,61000,61000,1492000
2013/09/25,3514,昱晶            ,1854000,389000,134000,0,410000,547000,1462000
2013/09/25,2881,富邦金          ,9171508,7391953,0,169000,85000,265043,1430512
2013/09/25,4746,台耀            ,12000,38000,1294000,0,108000,0,1376000
2013/09/25,9904,寶成            ,2172000,952282,0,1000,165000,78000,1305718
2013/09/25,2384,勝華            ,1394000,45000,0,0,0,60000,1289000
2013/09/25,2023,燁輝            ,1481000,137000,0,0,0,100000,1244000
2013/09/25,2382,廣達            ,5770000,4539000,0,0,40000,40000,1231000
2013/09/25,1409,新纖            ,894000,50000,0,0,364000,60000,1148000
2013/09/25,2325,矽品            ,3271000,2030500,0,0,11000,116000,1135500
2013/09/25,2497,怡利電          ,115000,57000,0,70000,1183000,45000,1126000
2013/09/25,1102,亞泥            ,3306860,2247860,0,0,33000,19000,1073000
2013/09/25,3041,揚智            ,1051000,403000,80000,0,398000,56000,1070000
2013/09/25,2903,遠百            ,877120,803120,880000,0,215000,115000,1054000
2013/09/25,2354,鴻準            ,1261100,311100,0,0,48000,72000,926000
2013/09/25,1301,台塑            ,3711200,2650600,0,7040,45000,190040,908520
2013/09/25,2887,台新金          ,11811637,10779119,0,0,276000,401360,907158
2013/09/25,1402,遠東新          ,2707820,1763820,0,0,6000,50000,900000
2013/09/25,6285,啟??            ,1094000,323478,80000,0,252000,213439,889083
2013/09/25,6239,力成            ,1712000,887000,66000,69000,45000,8000,859000
2013/09/25,911612,滬安            ,845000,13000,0,0,0,0,832000
2013/09/25,1319,東陽            ,253000,645183,572000,0,715000,67000,827817
2013/09/25,1303,南亞            ,4914000,3661300,0,200000,102440,334440,820700
2013/09/25,2006,東鋼            ,1461000,540000,0,0,0,105000,816000
2013/09/25,2615,萬海            ,1123000,336000,0,0,0,0,787000
2013/09/25,2371,大同            ,836000,85914,0,0,0,0,750086
2013/09/25,1472,三洋紡          ,749000,1000,0,0,0,0,748000
2013/09/25,2201,裕隆            ,1351000,452000,0,150000,20000,35000,734000
2013/09/25,6505,台塑化          ,1247000,570000,60000,0,0,9000,728000
2013/09/25,1451,年興            ,47000,119000,320000,0,475000,0,723000
2013/09/25,2352,佳世達          ,721000,0,0,0,0,0,721000
2013/09/25,3062,建漢            ,82000,86000,600000,0,120000,0,716000
2013/09/25,2439,美律            ,1000000,327000,0,0,83512,52900,703612
2013/09/25,1308,亞聚            ,712000,61000,0,0,125000,100000,676000
2013/09/25,5388,中磊            ,970000,45000,0,0,0,255000,670000
2013/09/25,6176,瑞儀            ,2182141,1299437,0,119000,6000,116021,653683
2013/09/25,9151,旺旺            ,613000,0,0,0,0,1000,612000
2013/09/25,3034,聯詠            ,1129000,1263000,800000,100000,59000,19000,606000
2013/09/25,2607,榮運            ,251000,105000,0,0,456000,0,602000
2013/09/25,5264,F-鎧勝          ,500000,294000,507000,0,130000,242000,601000
2013/09/25,1326,台化            ,2678460,2198890,452000,280000,42000,94100,599470
2013/09/25,2395,研華            ,976000,391000,6000,0,0,1000,590000
2013/09/25,3030,德律            ,564000,186662,0,0,212000,7240,582098
2013/09/25,3057,喬鼎            ,15000,245000,793000,0,0,0,563000
2013/09/25,4306,炎洲            ,611000,53000,0,0,0,5,557995
2013/09/25,2357,華碩            ,1625600,1152902,39000,0,60000,35000,536698
2013/09/25,1314,中石化          ,1323700,1197700,0,0,526000,121200,530800
2013/09/25,6214,精誠            ,503000,13000,0,0,20000,0,510000
2013/09/25,2476,鉅祥            ,502000,1000,0,0,0,0,501000
2013/09/25,9938,百和            ,34000,12000,440000,0,30000,0,492000
2013/09/25,1513,中興電          ,115000,2000,528000,150000,0,0,491000
2013/09/25,2327,國巨            ,1431000,935000,0,0,0,7000,489000
2013/09/25,9914,美利達          ,1006000,376000,48000,60000,11000,149450,479550
2013/09/25,2847,大眾銀          ,479000,0,0,0,0,740,478260
2013/09/25,3380,明泰            ,573000,97000,0,0,0,0,476000
2013/09/25,2889,國票金          ,501000,32000,0,0,0,570,468430
2013/09/25,2349,錸德            ,885000,439000,0,0,0,0,446000
2013/09/25,3673,F-TPK           ,1451000,769833,0,7376,30000,260000,443791
2013/09/25,2204,中華            ,942000,512000,0,0,0,0,430000
2013/09/25,2406,國碩            ,218000,0,0,0,210000,0,428000
2013/09/25,4960,奇美材          ,540000,45000,0,0,22000,92000,425000
2013/09/25,1104,環泥            ,298000,50000,172000,0,0,4000,416000
2013/09/25,6277,宏正            ,18000,5000,387000,0,10000,0,410000
2013/09/25,6257,矽格            ,686000,167000,292000,441000,54000,26000,398000
2013/09/25,2511,太子            ,646000,240000,0,0,0,13000,393000
2013/09/25,1434,福懋            ,654000,265000,0,0,0,0,389000
2013/09/25,3061,璨圓            ,484000,14000,0,0,10000,93000,387000
2013/09/25,2504,國產            ,624000,244000,0,0,0,0,380000
2013/09/25,9934,成霖            ,112000,1773000,1698000,0,549000,209000,377000
2013/09/25,2392,正崴            ,575109,168109,0,0,80000,115000,372000
