年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2014/11/19,3481,群創            ,37863014,13423014,5756000,0,15326000,1936000,43586000
2014/11/19,2409,友達            ,31239519,8613014,4509000,0,15707000,2054000,40788505
2014/11/19,2330,台積電          ,65885894,26204462,465000,19000,1023000,1469000,39681432
2014/11/19,2883,開發金          ,27305200,13457000,0,0,1174000,827000,14195200
2014/11/19,2311,日月光          ,25723476,13370202,100000,0,2071000,932000,13592274
2014/11/19,2891,中信金          ,22820837,12129180,782000,133611,1484000,286126,12537920
2014/11/19,0050,台灣50          ,4935000,1390000,0,0,11006000,3175000,11376000
2014/11/19,2354,鴻準            ,9906097,778676,151000,0,2694000,1100000,10872421
2014/11/19,3474,華亞科          ,20296324,6726931,0,554000,2141000,4424000,10732393
2014/11/19,2303,聯電            ,21437777,15531077,46000,0,4134000,917000,9169700
2014/11/19,2002,中鋼            ,23219527,14563259,52000,0,261000,74000,8895268
2014/11/19,2882,國泰金          ,14619468,6783200,0,50000,276000,387000,7675268
2014/11/19,4938,和碩            ,11391216,5703439,588000,21000,477000,295000,6436777
2014/11/19,00631L,T50正2          ,0,0,0,0,6994000,683000,6311000
2014/11/19,2325,矽品            ,12060498,6415026,100000,45000,618000,305000,6013472
2014/11/19,9904,寶成            ,5790300,2091000,1915000,50000,836000,542000,5858300
2014/11/19,2890,永豐金          ,15012000,9900000,166000,0,713000,965358,5025642
2014/11/19,5880,合庫金          ,10259700,4846000,0,0,64000,1016000,4461700
2014/11/19,2353,宏??            ,7283700,3409000,0,0,1081000,645000,4310700
2014/11/19,2618,長榮航          ,4084377,4698800,1568000,0,3597000,483000,4067577
2014/11/19,2357,華碩            ,4510441,1048128,152000,0,380000,208000,3786313
2014/11/19,2317,鴻海            ,21275092,16719779,133000,123600,1076200,1875458,3765455
2014/11/19,2887,台新金          ,16187328,11189000,0,400000,144000,1002000,3740328
2014/11/19,2892,第一金          ,10285932,6853000,0,0,82000,121000,3393932
2014/11/19,2886,兆豐金          ,13924281,10259000,0,350000,113000,68000,3360281
2014/11/19,2884,玉山金          ,9250527,5936000,0,0,88000,64000,3338527
2014/11/19,1605,華新            ,5771000,3088000,0,0,684000,357000,3010000
2014/11/19,2847,大眾銀          ,310000,95000,0,0,2785000,80000,2920000
2014/11/19,2347,聯強            ,3847781,1193000,91000,0,205000,40000,2910781
2014/11/19,3045,台灣大          ,4267430,1908001,319000,0,40000,0,2718429
2014/11/19,2352,佳世達          ,2153000,137000,0,0,1678000,1095000,2599000
2014/11/19,2105,正新            ,4500195,2077000,0,0,101000,46000,2478195
2014/11/19,2834,臺企銀          ,6870000,4640000,0,0,0,0,2230000
2014/11/19,2880,華南金          ,7672600,5414000,0,0,72000,104000,2226600
2014/11/19,2383,台光電          ,2266000,57000,0,0,76000,188000,2097000
2014/11/19,2412,中華電          ,6867268,4812046,0,0,39000,16000,2078222
2014/11/19,2408,南亞科          ,1904000,60000,0,0,15000,0,1859000
