年月日,證券代號,證券名稱,外資買進股數,外資賣出股數,投信買進股數,投信賣出股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數
2014/06/17,3474,華亞科          ,17849865,9000944,3034000,0,6432000,5043000,13271921
2014/06/17,2891,中信金          ,17266000,4369130,0,0,617000,636000,12877870
2014/06/17,3481,群創            ,16401000,5228508,0,0,2229000,898000,12503492
2014/06/17,2317,鴻海            ,12129946,7689749,28000,40000,7115000,1238000,10305197
2014/06/17,3037,欣興            ,14009000,3521000,0,1479000,2766000,1736000,10039000
2014/06/17,2882,國泰金          ,9640000,1054743,184000,0,657000,499000,8927257
2014/06/17,2887,台新金          ,10586000,3801283,0,0,873000,52000,7605717
2014/06/17,2330,台積電          ,17434000,10785103,126000,557000,1902000,630000,7489897
2014/06/17,2883,開發金          ,9347000,1779809,0,0,430000,1762000,6235191
2014/06/17,4938,和碩            ,7708000,3654800,200000,0,1818000,114000,5957200
2014/06/17,6153,嘉聯益          ,3661000,955893,589000,11000,1421000,148000,4556107
2014/06/17,9904,寶成            ,8296000,4348785,0,0,616000,64000,4499215
2014/06/17,2881,富邦金          ,6432000,3596649,0,329000,2046000,599000,3953351
2014/06/17,2454,聯發科          ,5449931,1655165,9000,384950,656000,178000,3896816
2014/06/17,5880,合庫金          ,4376000,739960,0,0,80000,5000,3711040
2014/06/17,2303,聯電            ,25798000,27138678,3129000,0,4820000,3021000,3587322
2014/06/17,2886,兆豐金          ,14210000,11099462,0,0,326000,65000,3371538
2014/06/17,2356,英業達          ,7764000,4373701,500000,0,790000,1535000,3145299
2014/06/17,0050,台灣50          ,1785000,77000,0,0,1672000,293000,3087000
2014/06/17,2301,光寶科          ,3225000,956016,0,0,26000,15000,2279984
2014/06/17,2880,華南金          ,3681000,1624000,0,0,51000,0,2108000
2014/06/17,2834,臺企銀          ,2323000,309000,0,0,43000,0,2057000
2014/06/17,2884,玉山金          ,10381111,9247666,0,0,892000,342000,1683445
2014/06/17,2353,宏??            ,3712000,2482000,0,0,988000,537000,1681000
2014/06/17,9938,百和            ,1025000,164000,284000,19000,763000,214000,1675000
2014/06/17,2360,致茂            ,2966274,943000,0,36000,295000,624000,1658274
2014/06/17,1102,亞泥            ,2042000,484000,0,0,56000,0,1614000
2014/06/17,3704,合勤控          ,1738000,22000,0,0,1000,155000,1562000
2014/06/17,1711,永光            ,463000,115000,0,0,1786000,621000,1513000
2014/06/17,6239,力成            ,2840000,1262000,36000,150000,289000,286000,1467000
2014/06/17,2408,南亞科          ,2316000,524000,0,0,0,400000,1392000
2014/06/17,3702,大聯大          ,3039000,1354000,0,335000,50000,22000,1378000
2014/06/17,1504,東元            ,2610000,987760,0,300000,93000,99000,1316240
2014/06/17,2833,台壽保          ,1892000,509000,0,0,140000,212000,1311000
2014/06/17,0055,寶金融          ,0,0,0,0,1845000,586000,1259000
2014/06/17,1909,榮成            ,1540000,311016,0,300000,284000,67000,1145984
2014/06/17,2002,中鋼            ,2806000,1910000,0,0,261000,60000,1097000
2014/06/17,2615,萬海            ,1570000,719000,0,0,228000,0,1079000
2014/06/17,1301,台塑            ,3391000,2410000,0,0,105000,14000,1072000
2014/06/17,2903,遠百            ,1845000,809283,0,0,20000,0,1055717
2014/06/17,2327,國巨            ,4470000,3125500,0,0,583000,885000,1042500
2014/06/17,1723,中碳            ,1057000,93659,10000,0,63000,21000,1015341
2014/06/17,2312,金寶            ,1732000,703000,300000,0,102000,450000,981000
2014/06/17,1326,台化            ,1287000,428000,0,0,103000,3000,959000
2014/06/17,1319,東陽            ,991000,20000,0,0,24000,70000,925000
2014/06/17,2499,東貝            ,24000,205000,340000,0,707000,7000,859000
2014/06/17,2436,偉詮電          ,69000,192000,300000,0,655000,0,832000
